type,x,y
240,18.69218076923149,-38.463341854346986
334,22.740590959971634,-16.017517598532812
538,-39.31458221710368,-13.34769366721136
651,-31.51117883931962,-25.38532169206675
725,39.01997770174133,-9.735893347927039
844,20.254381211762553,-8.565236651550016
1322,18.38174895323701,-19.571071248692594
2889,9.196867034952326,-28.738394480074742
3634,5.199948990440681,-39.02767686752697
3750,25.850683864718047,-14.695957511641515
4410,24.64277903813133,-17.241254572463372
4850,17.57993789518031,-17.393709541026162
6009,-39.13949383148792,-14.788032817886036
6013,35.20336165301042,-21.84309159751669
6126,31.617260529949835,-11.01863051414913
6200,-22.91415371202265,-26.14517589579289
6291,32.37788881885505,-11.753484730988799
6442,-16.0535898325357,-4.85385399008091
6500,28.87720190262059,-8.592301692483604
7181,-13.389800436067842,-21.09214658627295
7581,-29.034233904840374,15.251702351996146
7698,18.903778278007998,-17.35983212086941
7862,24.99094126259192,-16.27337443973771
7866,7.8137977302752555,-25.901002549716285
8081,41.85919845670767,-11.475264501188859
8196,-38.81633126051307,-13.79480150132834
8207,30.461608362204757,-13.047632320062862
8277,13.174964384867852,-24.71318886679503
8321,31.796350638504308,-12.184839019972205
8664,2.636819937296877,-39.382072392588675
8785,10.572021211858532,-25.108594991071584
9166,2.392687245122853,30.87710805705728
9634,-12.7429367261403,-19.944205856451426
10456,27.28809876942906,-7.683260821679478
10477,23.37000065818525,-17.1820908347994
10486,18.43402950431053,31.68961775232833
10846,10.538770063126348,-20.579565961629914
10975,24.18494554373216,-16.78568048923407
11367,35.55325129153552,-0.3328134949040781
11600,31.570974070101936,-11.946462427752662
11638,35.0460446495612,-21.969037367451563
12124,33.857691091422275,-11.947034919730273
12333,11.77780473345031,-25.90364144122279
12923,17.86640130663747,-11.624478988364736
13193,25.847251937861326,-7.641333702059912
13511,28.984092529944494,-8.597461736615
13544,18.824966592516304,-8.699619977484211
14328,30.051885277866102,-7.5379278554445515
14366,-23.304623880408666,-27.739840122820123
15379,-12.468326008558774,-25.971622106613367
15547,-30.741926556581898,25.02471208111602
16735,30.368141227563672,-7.3792106092897605
