p_id,issues
10949979,43
27575361,85
22085858,2
17642355,0
9343592,21
10980928,0
39579585,13
41102997,0
15492993,6
9038287,0
7364405,0
9989261,25
17811639,15
31037396,1
17857162,0
26098720,7
7196149,5
13112172,0
20476968,0
227290,58
38307,0
28960503,7
20697130,13
20380784,0
10428245,23
27615113,36
9770916,97
29087818,112
21952812,0
10901744,25
3229862,0
5939696,0
15115012,4
3235578,514
13147432,0
1952393,88
18080735,18
9119575,283
118997,4
19041902,53
6150348,0
19772710,6
8487282,55
33005242,0
3206766,113
33655283,1
41865,0
33448947,0
14773244,8
12661852,0
7972494,17
5942315,19
12402955,0
9405273,0
17376917,0
9808012,1
6895604,51
10976512,0
18472916,4
5888011,0
10390855,60
95043,115
13410835,23
16691655,0
35834588,10
88082,0
36715640,0
77384,0
717244,0
7121522,21
17085723,13
6570464,9
17147907,32
26721585,7
24925142,130
9166718,11
11685118,0
8172580,0
12302072,8
1614373,0
18905991,0
6264332,9
16031001,0
39107,5
32434675,0
42490943,0
38768923,0
38452360,52
29855273,0
24793781,0
12737068,0
6947806,1
11398862,29
8069981,2
13753902,34
30200842,114
123158,0
6578128,47
6022674,19
145576,0
7941933,296
8193594,39
15263746,4
24994144,12
9588061,1
32797430,27
35802745,0
13426096,0
29213177,0
31247509,32
20542805,1
4753138,7
948678,1
16727071,21
13136941,28
19735321,0
10834804,0
10856357,38
13481995,0
33553542,2
34116125,0
1436274,0
6276305,0
2258946,1
39581768,0
30485214,0
462571,0
7030958,16
22145776,0
21717318,0
26996240,356
25207533,0
31078987,1
12816319,3
21353511,10
12451382,0
18620926,14
12606287,32
12473241,0
674702,61
13963359,0
15617205,2
27725074,0
12807586,31
5260878,258
24307621,0
18874488,21
4627670,6
4799753,61
32030316,0
32088177,0
35630850,0
31908789,1572
13366843,261
43391078,0
39890208,0
42921025,3
30732191,0
8852438,61
7304822,0
12902210,0
21420143,110
29801194,0
18570016,2
13790734,0
19042216,2
12616383,0
4330736,18
5020105,12
27767268,0
11174115,1
18150489,7
29127616,13
34518359,0
9639875,63
32200368,0
11352559,0
38472500,0
27352499,0
6102821,1
28686295,0
7379527,0
9012693,0
27987947,0
18100476,4
22130730,100
15632432,7
8491322,55
1978560,8
12292286,1
27047006,72
3897928,14
7181,2
2807002,0
125823,42
28701009,0
436571,0
18852062,1
14358017,3
7422020,0
32832871,9
37348197,33
36665933,0
5085207,0
354645,0
36198119,0
10860802,0
19138503,13
29986481,0
5381167,0
31054496,0
22787,218
16971674,0
8846869,2
17780969,0
15112199,42
8497488,0
27575853,0
8191633,0
18831749,91
37536038,0
37551037,1
27557556,0
5095409,8
44266520,27
18002,43
12405528,0
4696739,1
31485575,1
3134088,0
6936402,1
30638310,0
27629491,322
7923049,62
28102301,0
21966003,0
2258275,0
225703,96
16732604,796
30440118,10
5868206,0
61494,5
133707,0
4515708,10
10143730,60
11052424,53
10078339,0
7383191,6
11605781,36
13816071,0
17779534,0
12526095,0
22901715,0
10058944,27
434251,20
13027420,138
24833827,2
16144086,2
35044306,1
11204413,338
36087200,0
38940144,1
39744753,0
42203706,59
11014014,5
7813888,0
4794427,53
25987247,0
17088190,28
28757579,0
29144571,0
12467224,2
1490434,31
29904208,27
24934907,0
30285278,1
15846630,39
9803081,23
12257652,0
18848120,0
7838261,7
14940513,69
10326811,29
882182,0
9495781,0
32014541,1
5460458,0
33362468,83
36262800,0
11293447,0
32584467,1
1808108,19
31127777,35
13428369,1
18947876,1
15152313,0
27148130,2
7768162,26
13148941,4
3284396,0
26096363,15
877012,2
30140479,0
27395932,144
1005183,3
20088536,0
12209404,0
8398661,2
27355984,0
10888429,14
142294,0
12618129,0
9557068,27
311276,193
14435979,5
5380597,48
35947783,0
34611442,0
2981202,0
8899899,6
24137519,1
14532124,0
16168791,0
5272574,11
25061412,3
15770926,250
28132354,31
10422870,0
1917517,0
10613873,6
13627520,81
26636228,0
2338457,3
27295599,8
37441699,0
18630444,0
7186126,1
13851375,0
1966075,0
2668028,7
33845363,0
32610760,50
755003,5
11633149,0
3442842,0
2366139,126
5386283,148
20050004,0
114610,79
811223,45
9013392,0
26459251,1
8785,246
24570021,43
20470521,2
12075993,29
4029302,0
12691699,0
10569046,25
32000114,2
3383285,10
40539255,0
42340619,0
16928413,0
4020217,21
28348499,0
24940822,10
5391958,0
14476317,0
13468225,0
19556401,56
23680170,1
18642395,0
15575230,2
52655,0
1919124,83
25858971,4
1925478,375
17084461,1
16633386,90
2839849,23
8891600,0
7649826,3
14485385,0
8793882,0
4083437,0
32127911,28
34961855,14
30657931,14
28098352,104
91174,52
10072001,0
12642926,0
5228495,5
595633,0
10491058,19
11620019,241
11065400,4
11930016,0
24534038,0
17112281,2
13777089,9
279716,0
7411692,32
31555494,1
13739148,4
6843759,6
17110725,44
10511942,0
285997,0
27189441,23
29991589,61
27679916,0
12344718,0
34552785,51
169564,55
4824943,74
26179168,0
96401,113
8831272,11
14884455,0
13749833,12
11077982,0
7837640,0
29813847,0
19586844,0
8063433,67
15437580,0
11736766,2
5469478,10
13338450,12
17575876,0
15083167,0
11712096,9
26885732,23
21187110,36
33881374,0
13106532,0
24478677,0
31630389,0
16966226,1
13615815,2
12330178,1
10562158,7
7077606,0
2887528,0
17084259,1
4030634,7
31630002,2
6837061,0
37468666,0
34503774,1
34076173,0
18947343,0
32975024,17
975815,0
29636758,0
4701329,8
18917296,1
7757037,0
4895266,42
10957694,1
6731624,34
30975065,0
101800,2
22103837,182
15007282,493
9193788,0
30604088,0
23622280,0
33519091,0
35657899,9
12930225,0
24247291,0
15530706,0
10953301,2
22083092,0
27682420,69
28317997,1
11807334,10
28895502,1
70101,71
11098636,24
11203443,45
38567,15
804267,0
18096397,0
16232045,2
13947312,3
15156228,0
37279113,0
32969023,0
1997698,331
10739492,0
4117350,0
1868115,0
39033206,0
39965869,1
30698727,0
8777551,0
14538118,0
7002205,0
26052405,0
15088262,0
9951736,0
5156013,0
10079854,62
11648517,4
505710,2
13693738,15
21098300,18
18946091,0
2697494,0
33139674,0
37484466,22
2747708,5
27978,0
14976205,19
8494831,0
598741,1
17181105,0
16605000,0
2527948,0
20757563,9
5814056,1
520533,3
13748458,0
27757733,0
10381019,3
15236259,24
8852933,5
7037001,61
37740034,0
39963557,5
25047701,1
4917438,0
15550381,0
25887783,0
5866173,0
19128017,5
11413936,0
4146049,0
11105398,8
16121691,0
32118476,0
6752584,0
8453456,0
8535660,14
17580941,0
8105861,0
3526441,13
17746465,2
12750091,0
2824920,0
18201889,0
28018911,0
213043,3
11517555,21
11131924,0
31341079,2
33160479,42
1921858,10
5354424,51
9574173,27
33881549,0
32301410,6
3598397,0
22068714,25
24954090,0
9275956,18
6512250,2
378700,98
21941871,1
31436274,0
27638675,0
5388363,0
13700242,1
5030178,200
872006,0
10137586,0
28515798,70
31747106,0
11062445,0
32212848,248
36227811,0
19807468,0
43565395,55
30220279,13
7609217,0
12416088,1
31230032,0
21162357,0
3901917,65
1476250,0
14774331,0
9695566,45
31673103,57
3463406,24
7546717,1
11080682,0
10568366,0
17332086,0
42125248,2
42929184,0
28153185,0
23364862,2
9875511,110
9768008,22
31310688,0
3807964,0
2286573,61
30418607,76
26768744,0
24195984,22
17307819,4
12335529,53
15169110,14
62288,8
9376756,7
33419130,0
20246541,0
27725685,17
12094914,565
32249861,0
5985052,0
39649177,2
7299855,21
4939182,0
11355551,0
591724,0
18407498,2
17406048,0
9554915,16
8081185,0
35801395,6
3477514,0
31714381,0
31265452,3
31279731,0
17575556,22
29061970,0
13827080,0
16879522,25
13148643,20
26587526,2
70620,0
7198993,16
5022489,0
10239686,4
21718512,76
17935607,0
585866,2
2313654,0
775742,0
35306757,0
6140555,0
39535792,35
44000832,0
41103940,0
17178050,0
12308657,1
22344858,0
18073213,21
18220240,0
27272454,12
4195670,3
5773682,0
19854658,0
20101681,6
9555857,0
22057740,17
5898102,0
7658346,21
12281496,0
22116236,5
32778300,0
32841669,0
35461675,183
32642161,0
38480670,0
43974222,0
27809283,80
2663925,2
11194954,0
9880417,3
17430750,0
5720686,0
12516909,13
29845581,3
30393095,0
5712511,0
12170698,0
15856791,153
5071036,26
30488293,0
135686,0
6420988,15
17418800,1
21277626,0
6708562,4
30865750,0
31292325,0
25467339,24
8587382,0
13707899,655
12495859,2
23165175,0
34335068,0
9010262,66
7454695,0
13761657,3
15915074,54
31209028,35
2373478,0
84469,20
1946361,0
13976852,0
6535694,0
3029984,2
30346329,0
26899953,34
5185099,1
11552308,196
7149,112
17305148,0
5008179,53
6429758,1
1616307,19
31971786,1
14628255,58
3872513,28
38823454,0
43690466,0
18041070,0
183891,1
2367175,84
21054255,15
29925890,2
6089133,3
10641804,29
315855,0
141515,0
7205033,0
13099309,4
3598535,0
25815753,67
6274256,0
13675022,23
34070742,0
35437200,0
86871,185
14011908,0
7934714,0
26976588,0
22410572,1
8876582,5
7537926,0
31662846,0
5551044,0
3969941,23
29416,213
10394406,7
13516553,64
35512335,126
33388322,0
34794693,3
32694044,1
36547314,3
10505169,0
246043,6
35399,0
44352856,107
43888443,18
17980132,0
18614000,0
9848347,34
9421788,0
1366592,3
12185772,1344
14385171,0
20699565,15
2411055,374
124910,215
4686027,0
14980789,0
13105140,1
7850842,52
21655763,0
1685638,0
13666023,8
9408427,0
16005683,7
35929602,0
36292650,0
36683079,0
6303670,0
10711,7
9319498,0
33890650,7
42037525,0
15095162,0
27958745,0
13130856,40
24142347,0
20840733,71
14704669,4
314959,2
5320021,32
3385256,1
10853720,73
27429201,0
72978,17
22059614,64
12225142,1
5395631,4
15846208,55
1600367,0
5335859,5
41034175,0
12587240,234
10792511,16
1504264,11
26813021,0
4638110,11
4460302,54
7559048,28
28537853,0
16470060,0
19537288,0
7658510,0
31352602,0
32141429,23
33882840,0
35657821,37
8671624,0
8595840,0
199104,23
21570230,44
154854,60
6779236,2
15409065,0
27408632,0
28174605,10
2287254,203
10164723,1
7742085,26
14128378,0
6314065,39
13375721,11
15977385,155
17623297,1
2410167,0
34429182,48
34029946,79
15853596,0
6976114,0
5525924,5
36749816,46
12136875,21
313203,5
41575779,0
41249051,0
25526180,0
3500110,22
30776503,0
8619576,1
12510775,8
6609862,4
16544728,0
27791950,0
125897,1
2460605,1
15134592,0
10366466,1
4014055,1
29897711,12
7186112,12
702708,6
21162204,1
8251731,33
3756693,0
2475935,0
34087017,0
28298901,12
5356707,0
21788460,0
21028067,45
4901959,289
1016488,85
12878397,3
10879820,0
13758026,0
24584401,0
10573632,4
302910,147
31494921,2
8548096,0
27357487,0
2474418,0
35622005,3
32213688,4
10804004,0
8899063,1
25629644,0
3815110,0
7810991,0
21646104,0
23645678,0
24551730,14
544605,0
22068828,44
9720752,0
13703062,166
160251,313
12799396,383
22104453,11
12167694,2
44211852,0
37874647,0
43152526,0
40079387,13
14827948,0
15190493,0
9188751,12
17184076,23
26474083,0
25092386,0
12170184,0
24218623,0
29241862,0
46168,569
9733653,0
21569326,40
2509000,0
10747067,2
12492679,313
1882710,4
26178304,0
13844619,12
21123205,0
31463345,0
33944888,34
35816813,0
8126852,0
4436997,0
36852486,0
35113370,14
36190624,0
43273551,2
38146121,0
10550567,0
2855184,37
25391241,0
13423904,0
11352385,48
12141312,0
4432668,0
28346191,2
2952033,0
12376825,1
12436119,1
13058589,7
24951081,34
10435813,0
12881541,19
20157391,11
32693119,0
7365650,4
12099592,0
6589824,0
2762242,0
38666586,4
24461195,0
1981235,0
13539942,46
17595223,0
9395071,6
6537466,545
8137658,0
958400,1
1027572,0
19600300,2
6075127,619
12596621,2
316285,17
12707048,0
37457157,1
35035968,0
6809589,179
39119961,27
10884876,0
13793436,0
16286724,0
11490298,0
25216655,3
17770637,0
2881824,4
26305503,47
28412087,0
1570601,0
8039363,38
1013335,0
21564822,0
1608596,2
25176419,0
255059,2
5629883,15
8729544,58
12222999,67
36973736,0
35812350,0
7730282,4
6498443,0
1619828,8
7182076,0
9865303,35
28928471,0
10799277,1
1524865,0
31584359,136
27667332,1
21803190,0
10312907,39
20622797,47
32476940,0
131407,0
681137,30
624730,0
32183355,0
41950626,0
20446649,0
12446079,9
30780272,8
21518676,0
6043301,147
27296904,1
20314794,0
4375816,188
9257404,20
9450591,0
2941175,0
4976645,0
7627730,12
12578764,19
5028450,7
36533392,1
10886990,0
28617522,0
7304158,0
27029628,0
8560288,0
6018514,30
6368224,0
22050836,0
12788661,3
25236688,1
11307819,0
16174801,0
12333,886
16844055,0
11191983,8
5529446,230
25226875,0
4636082,220
10418552,1
11622138,0
9053580,0
15545546,1
31755757,19
10317922,0
4737476,0
34580236,0
4976213,30
13824123,0
12774731,0
10179435,0
5545195,35
9276619,117
7082276,0
28556321,0
23488903,0
17002761,1
17536753,0
8958703,493
27119159,68
759579,0
12277272,0
16240982,1
11844999,0
10996483,1
6614,284
34116206,0
28040721,0
16011538,8
174947,26
3496285,0
36887747,0
11737,43
38077133,4
30858254,37
30502932,1
10511547,0
29105122,0
470083,0
740937,13
2308970,0
15749506,22
18032790,0
30858002,0
22103464,0
30159095,11
10565199,1
12963493,27
30105617,0
29075357,0
35285142,0
40556612,2
42290389,93
9417183,3
23499871,0
12153694,8
23548140,0
118904,0
17739012,0
28271891,71
29279262,2
17036111,0
12735400,75
13684523,122
13989519,0
13505253,35
27361018,0
22096835,0
25855333,0
4678677,0
7880871,0
4602259,3
3636897,54
27100086,0
31587397,0
12142424,0
2625895,50
366484,0
31962345,0
36061298,0
35443686,5
33913309,30
910193,0
4473359,33
4128418,10
12114636,0
6897352,0
25574127,0
18455112,0
29294844,2
10304257,0
7616965,24
30468941,47
15290968,24
25857104,2
9900,21
16346715,0
12152159,17
9980800,1
28352351,2
5365755,0
13112497,0
181353,156
24617828,0
37108588,0
31410272,5
29964252,138
34755790,5
38640140,1
40716110,25
22161724,0
6965851,16
11858412,0
19595959,0
13442839,0
11171940,65
9014624,0
279697,0
660993,156
10028872,0
3279278,1
16726863,34
15443216,7
35406,248
10542250,2036
32969864,37
4745726,0
7093470,0
31934259,0
9084116,28
27516361,18
27793568,1
29011225,2
6176494,0
12415874,21
7363239,16
7604853,0
1408171,18
17083678,0
33569482,13
122728,1
34324490,2
15268792,0
40623236,0
37915016,0
37598852,22
13727111,0
12560047,11
7693818,0
8251763,34
14501969,0
15092797,1
14051028,0
29946344,0
1871824,65
31449029,0
11851323,1
8594432,0
1176626,0
14433483,5
20549775,961
10904241,7
34432261,4
36650847,0
11056602,0
6907286,2
19650495,0
6019303,1
10211884,0
9639267,0
7307135,47
23872464,10
27115631,7
19168088,8
404148,9
24590732,100
7320301,60
76849,2
27459481,0
22354560,0
27988490,18
29028575,0
26158107,25
9729385,0
14078159,0
10977932,17
24856380,0
3073106,0
5159778,0
12444941,0
39983,213
24890162,0
11550931,1
28304230,0
19834356,94
7559312,249
30375559,43
20176363,0
30936267,1
9401518,22
19287117,0
29564529,66
2312886,0
29538249,0
27741366,140
17469320,82
14288166,0
940053,41
21550681,27
7643323,0
20287626,0
32547961,0
2654345,127
19955073,0
8599371,0
2821329,0
10487799,0
12420993,0
811944,0
12720034,3
9690735,106
30480227,31
26892821,0
2889,231
29128020,32
1957746,115
2890871,10
20353094,13
22355607,0
32473066,0
34670507,27
6230885,18
17154398,0
35975467,23
31993574,9
42306086,55
41024421,0
23482972,15
18484138,32
5194168,6
17473956,0
549433,34
13965944,0
21351772,0
3342104,33
3628989,9
1504302,53
29970665,3
1497107,65
8614378,0
21414171,236
6305258,0
9398293,1
32119896,0
12755700,0
683568,0
844525,2
1542566,148
13621969,1
12397356,1
18066510,20
16876201,0
13597951,0
9620467,0
25535509,3
31425030,0
37444660,0
7024896,0
36504471,0
34798856,1
34834443,26
40558610,52
897001,0
975425,0
9480824,0
4484772,38
29717830,0
27256724,0
12883153,0
8507938,11
739360,13
797551,0
12016787,37
26789757,0
21446796,0
14795089,14
9777269,0
5827976,50
295322,0
34078990,0
32537935,31
1269943,170
6679292,0
34395738,27
425140,0
17359965,0
31690396,0
3879037,46
11667667,1042
13648916,0
17183581,0
5546467,1
20005549,15
27583890,2
17023241,53
1581408,10
17151722,46
5050972,0
36186254,1
3716003,0
7821081,0
5658647,0
916583,0
42161967,2
24119269,84
19425364,0
31577317,0
4529139,12
5890559,15
14550411,0
29016678,4
27263119,0
12498517,122
19807866,14
70598,0
9801465,37
6821092,27
9548540,1
664591,0
21840854,9
16825254,0
3525501,59
29736882,9
17909355,92
8089118,0
5462527,0
21219730,0
34209947,201
9630559,0
10453559,42
6612295,375
7931134,27
11769199,35
10382,0
11151262,18
9042262,1
16173366,0
16441990,1
12628161,47
9794651,0
3040927,0
20172667,1
29198561,0
8494769,7
21929129,77
15993022,0
20007550,2
2852646,0
26758885,77
14076394,28
32945559,1
10575996,0
4945897,7
386013,0
39992842,0
43744092,19
5596606,6
22214347,72
17775044,0
11059890,0
19860606,13
12381415,0
6449099,9
5626176,22
15144500,3
22073011,96
1963776,172
27375266,0
18802562,1
4431834,0
20240015,5
1430842,0
3687918,0
21141138,0
4514946,0
41173570,94
39709683,0
3049181,0
10215855,0
15147248,2
98643,13
6335766,7
20767289,0
10790294,0
20311352,63
31284229,113
204095,43
10808982,0
31568964,40
5189935,35
30379096,14
4325276,0
30149433,170
18843193,0
15550781,0
34372586,1
9516550,0
36825535,0
16712892,54
27832185,21
18690130,48
23615123,1
13057149,270
14799197,1
1880276,0
28769599,0
22796824,0
31674487,154
14079,0
1925402,10
6776744,4
12343385,36
9557781,0
31338382,5
37339781,0
17259186,3
34997060,0
6055356,336
3589285,0
13432391,2
10826202,0
19622527,0
17416257,0
16656992,0
632847,2
30504789,0
7600974,0
12560865,0
1637147,0
30308040,0
23621619,38
10377977,92
23692201,5
1880414,4
22078804,23
497180,2
24919975,3
19442998,3
36295070,0
13045947,0
37195320,6
39981018,0
5431195,1
27010253,0
8131453,1
22688209,0
3604251,51
17869793,0
27874577,0
8205954,0
10014667,0
14896623,32
28411818,0
11718454,1
6411120,0
10585382,0
31937611,0
33256435,0
41222082,6
37721587,0
5825857,3
3320788,19
9949542,23
18316017,0
4530847,0
29088776,5
20284381,122
2867743,0
14168014,0
28148012,111
35030987,0
5977394,0
18047228,30
14585589,2
18827258,0
13725029,0
28223231,10
3854527,2
14325616,0
10865298,0
10089586,0
28768885,1
27731584,1
4060735,0
14658297,0
3584183,35
13631712,33
6385142,0
20613978,61
219996,15
1475804,1
34174729,0
259754,0
2261116,0
29001966,0
1115251,1
10442173,7
24951416,10
30738193,0
28733694,3
23995477,0
30330616,0
172056,4
331376,3
11223421,1
6127996,34
27721404,3
11647441,97
2404370,602
7577522,36
33295752,0
14025664,0
9907787,0
11435627,0
13547,5
9363338,0
30985793,39
31375520,0
29810844,22
28525228,6
90939,4
137128,101
5993630,1265
66745,0
3985541,0
10553661,27
13681949,1
33184665,15
14894764,0
11496238,0
13658378,0
15318494,1
8080805,171
9910585,16
13551233,33
123000,9
7214587,0
17893632,0
20314084,0
3570624,15
10521173,0
3801049,0
11209665,1
16993533,160
30445693,1
35561387,0
2291355,0
36282364,0
32582178,0
10594275,0
34798705,0
12968081,69
11724051,1
25415654,0
11754955,0
21518854,0
5714748,0
27587522,6
19322171,0
16921476,1
20149122,17
18450590,16
7088285,0
31061890,0
27390506,35
2422013,2
20173503,34
27711641,0
11087641,4
7089103,27
17306310,8
3100785,1
12338499,126
2788681,0
21914467,37
27288751,1
4113961,386
7214004,0
37184639,0
32905471,38
10411224,0
8730009,25
820151,0
44230943,0
5080991,4
20813627,10
3564791,64
3630519,1
2840725,0
22185515,5
8876353,5
27404103,3
26542450,0
30475389,0
4823839,2
34037176,1
4772165,0
32749970,0
42334136,0
7665123,96
20179676,0
19157503,3
20671849,0
12247500,0
15190035,41
5004613,0
22708841,0
13455046,1
26739533,0
1503101,3
535188,1
11698432,1
1754044,67
487636,232
23880587,0
16217266,36
13703855,60
21974977,83
31453490,16
9470750,16
10483525,1280
12277978,12
32926516,39
35541303,0
36559483,0
36867286,0
5939021,43
32891172,0
30838358,0
5189192,1
13507441,2
101993,937
12919591,0
8043452,35
29627088,8
7672827,0
19830428,38
10844192,0
22239662,9
31546409,0
5331446,6
35238124,0
35282961,0
217230,60
4533400,0
29024,107
3540171,4
30866589,0
11166612,1
20792601,1
4079187,0
24909100,1
15495099,6
17979052,0
16293882,6
20567602,333
20915707,0
25265126,0
4165243,11
27744483,0
11192651,2
29811792,7
23508428,157
26003863,0
11631959,0
39568698,1
12469020,0
24932300,5
26379849,21
27377706,0
12984084,0
26940410,3
2738094,0
22356324,31
150945,0
2886512,5
20512227,35
6295653,0
9660434,634
5018999,44
563829,0
37805478,0
18237130,0
18193516,4
16895759,0
13070456,47
14030909,2
10514598,0
2299216,7
25087481,0
2209346,1
22073791,0
19404717,22
23846810,0
19406586,0
37416292,0
32918583,0
33000760,0
31834609,1
32635889,5
3795554,0
37282882,0
11332630,0
44560575,0
13710539,0
30865139,4
10524096,0
9696476,42
22426091,55
9769515,21
25128503,0
22353569,0
20181396,2
375729,4
29784424,1
10869594,2
14841897,0
17426520,57
15427991,73
2927019,0
3016997,0
36743451,1
9010271,0
4977380,0
18832382,0
3174,477
3201097,1
20724752,0
27812333,0
21784786,0
3758739,0
9166,1
20640060,0
29940687,5
12540849,0
864635,1
20271953,62
8363653,24
11183058,0
25635209,20
18511735,0
27705922,0
27381729,20
13808777,25
37066188,0
37297332,0
7255983,26
40770359,0
27798604,0
9171826,0
2341146,25
2846432,0
641787,0
28522011,1
11387856,0
29311751,0
7213694,49
14242180,38
19543082,0
14069997,0
1669463,0
21068097,0
12525125,0
27990835,0
22157966,14
6828567,130
28279263,0
16913507,42
1862323,74
42664694,15
39530814,0
18964092,69
11677683,1
16851347,0
19087382,109
29231135,82
5537973,29
10166628,1
327538,0
25078308,12
1397723,610
7340950,12
37193683,49
32586197,7
5680820,5
9093530,1
44085800,40
40737622,9
3485476,2
28614666,0
18323275,0
28536577,43
5150491,0
25843682,0
21703439,0
6924123,0
7544232,153
5308979,0
20077008,17
11013675,0
28300346,0
27548836,2
21405204,55
25193227,0
30287645,1
8621521,0
10957033,1
401258,63
36594926,0
12696532,2
32703186,8
9896221,0
41114734,0
42138686,34
21871921,0
4629942,0
29923931,8
14186380,35
15481410,19
20100864,14
30852342,24
3065225,19
36449529,0
35665794,5
10892160,0
9384591,0
36863142,0
217332,16
36375393,0
22221426,0
12435852,23
10835938,0
13500995,4
8773035,1
9750247,2
3374900,0
652962,0
28866262,81
13022493,89
16080782,62
4581762,12
30243887,5
25848013,37
4104353,1315
29131551,32
14626911,0
288094,0
20050599,7
32075381,72
34735122,1
12538743,0
10371204,0
38366357,26
43354484,0
9117793,0
22788508,0
15987714,20
14610555,0
25840391,9
5953774,0
22072469,0
391312,160
5881764,0
10306154,2
29794935,0
9160058,0
34502,233
6386525,34
886699,0
13433214,0
6939059,0
35835946,0
34525724,0
4918784,0
36680533,0
12873822,0
37732977,0
7472546,0
8041885,24
8490391,0
31654441,0
11692664,6
11313420,0
16478436,0
20606,151
20682396,0
29496965,117
35216202,0
11579548,72
5181018,0
21404990,635
49383,374
31480265,7
40776,7
19564834,1
9250764,0
9374348,0
23536438,8
22052359,4
6073451,1
18051481,1
21552932,409
13971384,0
31878500,4
32017788,43
6315870,0
31993476,0
356153,0
32888402,6
27491285,0
22135883,11
6837117,1
16526725,0
30197281,26
3994240,1
11092129,0
9794751,0
1532440,0
18698814,1
4911954,0
27667477,217
13056836,0
41973,115
2309690,30
33757295,2
34349410,0
6916508,0
7027587,9
8397036,0
39753500,0
11541526,10
16466236,1
22867853,11
6183839,12
17979591,0
27149011,0
8770055,0
4840320,1
1036992,0
21547236,0
10052266,67
28989762,0
6026338,1
30329157,0
82748,0
3723343,15
32090767,9
14369170,51
10847632,0
980905,0
9973513,0
23241736,1
19692643,0
4898873,3
6979,97
7110783,0
27545807,26
16038496,1
366561,43
2982908,0
19001103,0
440424,23
12135434,0
17479549,22
15758199,0
32788999,22
32870057,10
12487199,0
1942943,0
35283939,0
38849861,0
26047618,0
4280674,93
30057839,0
17193669,0
663366,0
4495765,4
364740,65
8571455,77
26588091,0
3908374,3
13149290,12
12281705,0
13891599,1
5889922,20
3634,40
10792932,2
28710235,15
3659835,0
33392882,0
15407124,0
37360290,32
7954358,0
8103148,5
34867574,0
29837937,1
15324652,47
9511472,13
2859294,0
9938199,0
1405664,0
25773926,1
6050129,15
11418438,0
3639323,0
165607,0
13014542,1
24953520,6
6359140,96
2818489,94
3200459,0
12666384,1013
9403358,0
1662477,308
17554847,2
5722635,0
11066534,95
31537203,0
13973407,19
3839453,1
27588333,0
7954830,50
34472702,0
32989603,0
36514970,30
13711265,1
8067164,0
3101625,0
86702,13
4242362,25
40630987,0
11206466,17
19798930,0
24625192,16
19936247,0
12306653,0
14685963,6
933119,2
7131774,0
31138220,0
2303585,0
17963849,0
12751670,1
6264660,0
12854685,18
14571785,0
37082214,4
13850966,0
35080617,0
31454843,0
27436094,21
8210176,0
30980609,0
25811637,9
70977,8
5494681,8
11515455,19
4124419,0
18484701,0
18307653,1
18354039,0
15762749,0
25244761,0
25657818,1
630335,0
27373429,72
1358357,51
20120624,0
20627434,2
26162439,0
1399142,0
1439955,0
149503,6
16217129,0
9556290,4
28975360,0
15105322,0
12677500,9
2936588,76
15265676,0
7584259,21
111014,1
19340439,8
213307,68
30908155,0
8813581,0
704786,1
208416,46
36530080,0
12575928,0
11389565,47
37626260,0
43028237,16
1905676,2
12272684,230
27159225,0
14575323,0
9775396,34
28929992,0
28427818,3
9611865,18
10772636,0
20861515,0
8041052,1
14372548,1
10304899,185
107069,195
12791517,1
17657453,1
12551060,0
34450593,1
18095541,4
13873602,0
10783986,0
14759199,0
27187199,0
13919142,6
13085106,0
10763778,0
9637389,51
21888635,63
16199524,0
9821753,0
5101571,0
28260975,1
7288077,51
16500603,0
29181387,0
19605671,0
25075397,0
8633192,3
10907545,0
27654003,110
3650122,40
8490627,610
33250556,0
34340093,0
4128617,18
27766043,1
42390285,0
42027791,32
9084841,27
21778424,4
2825407,0
1476702,149
2680657,21
27704645,0
25755826,0
23883319,1
28940949,0
13386659,0
568192,0
8861958,0
9129131,29
12325475,0
4713117,0
15872934,51
221443,0
32902832,4470
12806205,0
4969504,6
28909656,0
15475833,2
8303912,4
28308913,4
3477101,1
29569273,0
2650332,1
11329901,0
10157218,0
10811371,0
1145460,0
32345119,0
16699208,0
29117982,0
2800293,22
32752709,8
22739180,0
378325,1
11392537,0
30811785,0
20256194,54
12535408,0
26052920,5
15745863,16
25800232,4
16498845,49
9910625,0
1654282,0
19200401,110
19265383,10
5926552,17
11440357,0
6835960,42
1365791,10
8098391,0
4249899,0
15539533,4
1924547,0
28369467,33
13947266,0
12264725,1
29664804,0
12222932,0
10023802,0
10384136,0
15792040,0
12484226,8
34850,3
13085625,8
256338,17
37482930,0
32783691,89
33232163,1
5062510,0
9004428,20
9593004,40
43553422,27
27485172,0
7257265,1
3306101,14
19751333,0
6091573,22
7106211,0
5938371,0
5849614,0
27182986,0
24149686,0
5987910,0
16683031,38
20084792,0
22240348,0
6926370,8
31447024,0
258025,4
8259686,43
8630812,46
42446,878
56426,113
14635246,11
11607772,15
32839972,28
33324593,0
8228671,485
3284720,37
10128511,0
11852200,3
9026398,11
314879,0
41631325,1
8834276,0
11033319,31
31559019,0
2853014,20
5905672,82
8428080,0
22099153,46
7404822,0
3447170,0
22261740,0
4009231,0
4596667,26
1416338,983
7066608,62
30769533,0
34688793,0
2973547,0
39480435,6
42805183,9
16994227,49
9709843,0
21376458,0
11163308,52
8614925,3
23358863,268
19552533,52
3950084,73
405198,17
22196586,4
25435581,1
2608359,10
21032970,47
27509062,0
15189624,0
27588008,69
20435227,0
19451863,103
