p_id,median_tbc,mean_tbc
10727825,0,2.941422594
10806719,0,1.698529412
10826202,2,7.417475728
10844192,0,2.921052632
11056602,0,0.211864407
10904241,0,0.2
10977932,0,0.257142857
11028007,0,1.74382716
11037924,0,2.311594203
11326100,0,0.584158416
11087641,0,6.548076923
11154982,0,1.224025974
11186706,0,0.501766784
11191983,0,4.086614173
11192651,0,2.422222222
11307819,0,6.486486486
11490298,0,0.075221239
12130652,0,0.15625
11516961,0,0.325301205
11769199,0,1.771349862
12093373,0,1.813397129
11724051,0,1.92481203
12153694,0,1.734883721
12246643,0,3.762295082
12247500,0,5.530612245
12277978,0,0.817142857
11754955,0,0.154109589
12313817,0,2.027777778
12337392,0,0.927419355
12381415,1,5.293233083
12108047,0,1.235602094
12408468,0,1.459016393
13160905,1,0.957575758
12178002,0,0.924528302
12222999,0,1.213425129
12498517,0,1.662337662
12384755,0,2.035031847
12415874,0,0.222222222
12548862,0,0.176470588
12494453,0,1.834042553
12560047,0,1.056661562
12560865,0,0.104166667
12596621,1,2.593984962
12628161,0,3.697802198
12720034,0,4.150442478
24856380,1,2.188498403
12883153,0,2.124137931
12963493,0,1.804123711
12968081,0,1.543624161
13070456,0,0.214285714
20082527,0,1.593639576
13078048,0,0.272108844
13141598,0,1.659574468
35282961,0,3.406451613
13505253,0,1.528571429
13442839,0,0.59566787
13393435,0,5.208695652
13400769,0,0.051470588
13684523,0,1.241904762
13631712,0,0.204081633
13423561,0,0.427184466
17893632,0,2.431372549
13490121,0,3.629213483
27256724,0,3.480662983
14256271,0,3.188034188
13449487,0,1.776595745
13462246,0,0.451162791
13455046,0,2.382352941
13665027,0,0.374269006
14076394,0,5.380530973
17360080,0,3.238095238
15414404,0,1.78
14465269,0,0.00065445
14603259,0,1.578125
14799197,0,3.74025974
14841897,0,0.309090909
15001651,0,0.090909091
15034926,0,0.038461538
15190035,0,4.350364964
15218972,0,0.245614035
15268792,0,0.025641026
15269358,0,1.382284382
34432261,0,2.87654321
14974756,0,0.228464419
15373487,0,2.648648649
15545546,1,3.435114504
15550781,0,0.092592593
15741311,0,0.32642487
15852612,1,2.359223301
17342507,0,0.915129151
16004961,0,0.49136939
16082389,0,1.5625
17469320,0,0.52901354
16240982,0,3.346456693
16286724,0,0.287234043
16441990,0,0.669724771
16844055,0,0.44047619
16844280,0,2.23628692
16895759,0,0.58490566
16897049,1,2.323170732
17083678,1,1.912790698
17002761,0,0.134751773
17125700,0,0.507745267
17359965,0,2.070175439
17383451,0,0.267515924
17477238,0,1.361323155
19442998,0,3.37037037
17618415,1,3.225
17739012,0,0.446601942
17770637,0,0.157407407
17909355,0,3.529411765
18066510,0,3.132231405
18222911,0,3.025862069
18387128,0,3.333333333
18621299,0,1.61928934
18455700,0,0.107279693
18537978,0,0.115384615
18690130,0,0.226190476
18931465,0,1.320754717
19186516,0,0.790697674
19157503,0,4.721153846
19404717,0,3.908256881
19406586,0,0.037313433
19425364,0,0.611764706
19442891,0,3.778625954
19464932,0,0.149758454
19860606,0,0.818181818
19650495,0,0.033783784
22073011,0,1.755725191
20017186,0,3.485294118
19916924,0,1.491428571
20005549,0,2.442708333
20007550,0,0.37037037
19834356,0,0.430232558
20082966,0,0.580310881
20149122,0,0.633027523
20173503,0,0.147727273
20179676,0,1.949152542
20240015,0,0.203007519
20314794,0,4.269230769
20446649,0,0.128205128
20549775,0,0.351823708
20792601,0,0.562857143
20813627,0,0.382352941
20822438,0,0.472868217
20860394,0,0.019230769
20185656,0,0.580996885
21141138,0,0.587719298
21446796,0,1.605734767
21191671,0,3.14893617
21219730,0,0.093167702
22708841,0,0.170403587
21344844,0,1.075528701
21914467,0,1.012562814
21518854,0,0
21550681,0,4.121495327
15749506,0,0.607438017
21635177,0,2.247787611
21840854,0,0.329749104
22170348,0,1.071246819
22201198,0,1.757225434
22239843,0,0.264900662
22127123,0,0.696707106
22096835,0,0.193277311
23990093,0,0.589861751
22257415,0,1.713675214
22796824,0,0.993103448
25023637,0,0.975206612
23097202,0,3.98019802
22353569,0,0.146627566
27813784,0,0.648
23499871,0,0.423580786
25113471,0,0.5
22073791,0,0.186440678
22080356,0,0.024096386
23692201,0,3.315789474
22103464,0,1.092178771
23960216,0,4.376470588
23960573,0,1.181268882
23995477,0,0.425
24119269,0,1.780346821
24142366,0,0.787234043
24131925,0,0.28440367
24461195,0,2.906976744
27296904,0,2.11
24625344,0,2.669902913
25006069,0,0.388888889
24919975,0,2.876190476
25128503,0,0.723880597
25068469,0,1.560344828
24932300,0,0.477351916
24944850,0,0.372972973
24951135,0,0.214285714
26541696,0,3.333333333
26186871,0,1.905325444
25914726,0,0.093457944
26214724,0,2.913793103
26675703,0,1.265682657
26770576,0,0.323308271
26890852,0,0.074074074
26892821,0,1.07518797
27326981,0,2.226890756
27029628,0,0.744966443
27100086,0,1.264705882
27112948,0,0.602222222
27390506,0,0.420289855
27459481,0,1.878612717
27587522,0,0.00729927
27583890,0,0.247058824
27667332,0,2.15625
27875321,0,2.067961165
27731584,0,2
27832185,0,3.25
27951387,1,0.975308642
28040721,0,0.3046875
28074031,0,2.138888889
28012661,0,1.265306122
28218422,0,0.04
28304230,0,0.8230563
28411818,0,0.801204819
28488432,0,3.066666667
28525228,0,0.614035088
28541104,0,0.67268623
28610628,0,2.087591241
29011225,0,1.11023622
29016678,0,0.174338883
29128020,0,0.875621891
29294844,0,0.515923567
29346433,0,0.391705069
29411542,0,0.311926606
29813662,0,0.071748879
29861964,0,0.522772277
30780272,0,2.495238095
29964252,0,0.082503556
29970665,1,2.309278351
32021867,0,0.680851064
30105617,0,2.321428571
30149433,0,0.109693878
30375559,0,0.086419753
30445693,0,0.901234568
30508811,0,0.188235294
30740057,0,0.067827681
30806701,0,0.420560748
30866589,0,1.702898551
30504789,0,1.368852459
30873378,0,0.163043478
31044721,0,0.88976378
31062460,0,1.079439252
31375520,0,0.085470085
31396444,0,0.484042553
31557688,0,0.016260163
31284229,0,0.146341463
31937611,0,0.885462555
32922750,0,1.580645161
32183355,0,0.043010753
32186879,0,1.87755102
32403920,0,1.640776699
32883254,0,0.43956044
33000760,0,1.318181818
33048987,0,0.58490566
34344306,0,2.068965517
33256435,0,0.525
33295752,0,0.442307692
33569482,0,0.355371901
33633738,0,0.626760563
33665385,0,1.069620253
33377669,0,0.527272727
35975467,0,1.271317829
33919413,0,0.696721311
34078990,0,0.207317073
34213123,0,0.534545455
34372586,0,0.056338028
33913309,0,0.250746269
34486293,0,0.12
34550768,0,0.069148936
34590634,0,1.263636364
34595128,0,0.734693878
34572029,0,0.250764526
34596855,1,1.398148148
34798856,0,1.294642857
34759912,0,0.103448276
35030987,0,0.789855072
35192708,0,1.083333333
35285142,0,0.575471698
35541303,0,0.511538462
35581001,0,0.007462687
36867286,0,0.103030303
35742440,0,1.133928571
32476940,0,0.343137255
36259746,0,0.078947368
36825535,0,0.252252252
36973736,0,0.141176471
37195320,0,0.175182482
37184639,0,0.133333333
37329560,0,0.041984733
37363427,0,1.032967033
37416473,0,0.534722222
37501019,0,0.238095238
37805478,0,0.087378641
38077133,0,0.376344086
38640140,0,0.018181818
38666586,0,0.240740741
39992842,0,0.36440678
40716110,0,0.195266272
40812484,0,0.355704698
40253841,0,0.431372549
41173570,0,0.219178082
41222082,0,0.196261682
42290389,0,0.114369501
42334136,0,0.222222222
43102461,0,0.105691057
43838261,0,0.057239057
44136016,0,0.042553191
44230943,0,0.057471264
32762090,0,0.670714286
43269167,0,16.63709677
32767840,0,3.669921875
14362616,0,1.136113297
11624115,0,0.973163842
1496644,0,4.126126126
9920421,0,11.03208556
303071,3,16.44347826
26053133,0,0
15118117,0,11.88709677
8525,0,1.187870798
237215,4,11.95522388
26718189,2,9.84
7351306,12,29.04411765
17164653,0,8.969565217
22376,0,8.104166667
12337,0,6.552083333
3697,0,0.664616381
13051446,0,3.593333333
1450402,0,3.726153846
14263516,1,18.36363636
317502,0,5.074626866
38807,0,15.60344828
1946967,2,8.0703125
619506,1,12.25786164
714747,0,21.51898734
17239929,1,10.91758242
32283290,0,13.06140351
344945,0,25.40789474
975968,0,1.693333333
811614,0,24
1536968,1,9.713483146
498389,0,6.060483871
21583903,0,2.614950635
11045433,0,1.344801795
296261,0,1.851132686
2433330,0,5.113821138
2656574,0,0.22
1505261,0,2.940298507
23118,0,3.519114688
103434,0,1.340369393
639175,0,0.32293472
330146,1,13.9893617
2508539,0,2.637362637
3798281,0,10.7037037
142623,1,2.073015873
26427024,91,116.3846154
68953,0,1.474910394
267581,0,11.48837209
47739,0,2.849557522
584660,0,15.0875
8276,0,3.592964824
84477,0,1.781990521
416831,0,3.183127572
41020451,0,4.153225806
2181172,0,5.984251969
98258,0,4.169444444
61349,0,12.87068966
53227,0,3.283185841
626792,0,0.328767123
2314407,1,13.54081633
712654,0,1.259187621
14228695,0,3.731707317
10614810,0,6.129186603
1676096,0,7.410714286
1426344,0,5.724637681
5484549,0,10.12592593
1396238,0,9.978947368
3226598,0,1.31
1721429,0,9.326241135
9713916,1,5.31
2607600,0,9.182608696
5649218,0,4.205426357
1412159,1,5.426666667
2448391,0,2.28
1952822,0,1.261261261
2436457,0,4.714285714
12353886,0,1.594011976
2632933,0,11.85294118
1924036,0,4.760869565
2253343,0,1.098360656
2340334,0,0
2448898,0,9.781818182
2795046,0,0.493975904
2832436,0,10.26724138
2706221,0,3.518181818
2904660,0,0.22
3003285,0,0.525
10629873,0,1.987551867
3212172,0,0.021084337
3407634,0,0.842712843
3386431,0,0.555970149
7723947,0,3.917981073
5679930,0,2.68442623
3505487,0,7.653846154
3450485,0,3.699421965
3593712,1,0.983974359
3446611,0,0.016
3519441,0,1.83974359
3915721,1,11.16037736
7147020,0,9.672131148
3691462,0,4.908675799
3756754,0,1.182630907
1072979,1,16.2
3241853,0,6.763157895
23737360,0,6.97
4165518,0,0.072972973
4197550,0,4.11023622
5019045,0,1.070902394
4257766,0,4.302681992
4342225,0,3.444816054
4359240,0,0.019607843
4433472,0,0.091906722
4526053,1,1.611111111
4413526,0,0.58490566
4616221,0,0.485355649
4922668,0,5.616161616
4937055,0,1.694610778
4832015,0,0.538116592
5041737,1,4.408730159
5076662,0,4.631578947
5241829,0,1.996875
5361370,0,3.888461538
5468484,0,9.422018349
5221904,0,0.022113022
5702465,0,1.769230769
5588903,0,4.138996139
5623899,0,1.238636364
5771956,0,1.802721088
5798971,0,1.111111111
5522865,0,0.683018868
5845059,0,4.5
5844403,0,10.22330097
5572821,0,1.478991597
5574469,0,0.1875
5877716,0,3.627906977
5652782,0,2.256465517
5818935,0,2.578431373
43331056,1,8.974137931
6939466,0,8.28440367
6040689,0,0.705882353
6151136,0,0.524109015
6180536,0,5.929824561
6206522,0,0.281481481
6276882,0,1.080357143
6311436,0,1.506297229
6386919,0,1.306306306
7806233,0,0.597432905
6487675,0,10.85714286
6844095,0,3.224770642
6885817,0,3.157692308
6787006,0,6.082568807
6887781,0,1.607142857
6896238,0,7.756302521
6913516,1,8.734513274
6944377,0,2.75
6963885,0,2.87826087
7034500,0,3.607843137
7098239,0,1.527559055
7132293,0,7.033333333
7220425,0,0.165775401
7313423,0,1.908496732
7320256,0,0.813513514
7252143,0,2.155902004
7349674,0,6.843971631
7682703,0,3.620853081
7406855,0,0.039823009
7455844,0,0.418604651
14028528,2,4.902061856
19891753,0,2.482315113
8119529,0,0.139738687
7581678,0,0.421052632
7635318,0,6.488372093
7813071,0,1.829787234
7653313,0,5.585858586
7755279,0,0.331602374
7754177,0,2.517241379
7765763,0,0.336134454
18487735,0,6.137681159
8493909,0,2.3
8012846,0,3.541176471
8106033,0,8.027777778
7953971,0,0.080645161
8115971,0,4.033057851
8120953,0,0.993957704
8253683,0,7.525423729
8262863,0,6.571428571
8148893,0,0.368131868
8158348,0,0.487562189
8241595,0,1.83935743
8268902,0,1.418367347
8287403,0,0.066225166
12437960,0,5.809859155
8529523,1,4.124324324
8610595,0,0.408088235
8714807,0,2.22029703
9054519,0,0.451612903
8729577,0,0.182741117
8782707,0,0.099009901
10289314,0,3.911111111
8841567,0,3.036231884
8998736,0,0.169934641
9155786,0,5.654676259
8990656,0,0.529271207
8991653,0,1.029239766
9032236,0,3.918552036
9631304,0,0.101449275
9820171,0,1.110375276
9429540,0,4.279503106
9372144,0,5.288288288
9368946,0,2.168316832
9454596,0,1.527559055
9508518,0,0.366197183
16024617,0,2.772277228
9702233,0,2.865079365
10846637,0,4.275510204
9823457,0,6.272727273
13043519,0,5.64516129
9730542,0,0.444444444
9776709,0,7.75
9816691,0,0.075268817
10116759,0,1.262711864
19903813,0,5.521367521
9831982,0,0.482269504
10567242,0,0.656976744
10350181,0,0.910514541
10166624,0,4.045045045
10185251,0,0.610169492
14119920,0,1.565637066
10223558,0,0.903559127
12828086,0,1.769230769
10467548,0,0.806451613
10408255,0,4.831858407
18875991,1,2.98880597
10502929,0,1.704433498
10556743,0,0.192307692
10656528,0,1.188824663
10736125,0,0.485629336
10882265,0,1.806451613
10891915,0,0.016949153
11147825,1,5.377622378
11061455,1,2.05
10994841,0,3.0625
11071693,0,1.265116279
11152424,0,3.757009346
11081250,0,3.45
11114580,0,0.290697674
11126240,0,1.796992481
11141050,0,0.825688073
11325281,1,4.568421053
11214661,0,2.519685039
11389871,0,2.858156028
11373055,0,0.083870968
40374782,0,2.104815864
11664039,0,5.460176991
11593566,0,1.440677966
11798260,0,0.557793345
11602399,0,0.377862595
12140719,0,3.254716981
11604040,0,2.014234875
12298431,0,1.916442049
11652642,0,0.387372014
11822671,0,0.339622642
18854121,0,1.78
11812798,0,0.21875
12503923,0,4.641666667
12283120,0,0.432432432
12464771,0,3.712121212
12391263,0,0.522222222
12753681,0,0.897435897
12595181,0,0.338541667
12603901,0,0.261682243
12618349,0,2.172413793
12657318,1,4.301075269
12832608,0,4.048780488
12699116,0,3.074074074
12689009,0,0.362068966
12765041,0,0.126262626
12983991,0,1.776699029
12988016,0,2.5
12990848,0,0.43030303
13771988,0,0.126373626
13122677,0,0.382978723
13156336,0,2.024305556
13366811,0,0.524324324
13434974,0,1.335548173
13459089,0,0.322845417
13494970,0,2.245901639
13384055,0,0.015503876
13533950,0,1.6
13407509,0,0.191489362
14013590,0,0.012244898
13814269,1,3.513513514
13936467,0,0.792223572
13409931,0,0
13860414,0,2.546184739
13673653,0,2.673170732
14020989,0,3
13928465,1,4.277777778
18181974,0,3.029411765
13435606,0,0.161764706
13982027,0,1.108695652
13636254,0,0.3203125
13715051,0,3.035460993
14680100,0,2.052631579
14711976,0,0.529109589
14123788,0,0.255952381
14438362,0,0.451428571
26046029,0,2.391304348
14558496,0,4.623762376
14715677,0,1.577836412
14715385,0,1.2890625
14732610,0,2.003787879
14770695,0,3.338842975
14781690,0,1.968152866
15187584,0,2.330708661
15237668,0,0.5
15306289,1,4.203539823
15463519,0,0.020408163
15489722,0,0.675736961
15537819,0,0.739837398
21740706,0,0.242288557
15689336,0,0.172413793
15839517,1,1.741935484
16045981,0,2.98245614
16214582,0,1.398230088
16257831,0,0.086206897
17070982,0,0.019543974
16668499,0,1.491803279
16346773,0,2.471153846
17071992,0,0.19266055
18008448,0,0.82173913
18012460,0,0.313432836
16441913,0,0.210191083
16554170,0,0.308333333
16971126,0,0.167694205
17012906,0,1.169724771
17203919,0,0.247706422
17274860,0,4.866071429
17426741,0,0.414414414
17634598,0,0.282208589
17649147,0,0.784615385
17749435,0,0.565539112
17773651,0,2.224137931
17788119,0,0.746376812
17915939,0,0.25
17916899,0,3.114457831
17924030,0,1.889655172
17934297,0,0.520689655
17957606,0,1.575949367
18315334,0,0.904347826
18556711,1,4.402061856
18572305,0,0.074829932
18640313,1,1.885496183
18877790,0,2.659685864
19197374,0,3.101910828
19023271,0,0.628571429
19330274,0,1.579487179
19231692,0,1.7
19249570,0,3.196078431
19336289,0,2.896825397
19382447,0,0.392523364
19439676,0,3.125
19710914,0,0.245283019
19747635,0,0.350806452
19755671,0,3.825242718
19879381,0,1.074324324
22580876,0,0.644908616
22152689,0,0.848484848
20232201,1,3.035087719
20349983,0,0.182795699
20227781,0,0.108108108
30158530,0,2.545454545
21045000,0,3.414634146
40826679,0,2.556818182
21230684,0,0.065217391
21283579,0,1.357142857
21317606,0,2.338983051
21421047,0,0.88961039
21446253,0,0.721789883
21619768,0,2.005714286
21764800,0,2.291666667
21818430,0,2.393939394
21827765,0,0.118687681
21834886,0,0.713114754
21840871,0,3.576923077
21896989,0,0.055445545
21917499,0,1.810126582
21862881,0,0.66442953
22171978,0,2.411214953
22208226,1,3.442622951
22111577,0,2.237837838
22953952,0,0.238461538
22123865,0,0.402061856
22677904,0,3.898989899
21997741,0,1.5
22856267,0,0.65701559
23370767,0,0.74742268
22041744,0,2.370786517
22177080,1,1.066666667
23725998,1,3.266666667
24091805,0,2.470588235
23904188,0,0.419117647
22094996,0,0.626760563
24520339,0,0.72815534
24252535,0,1.584821429
24142379,0,0.02970297
24802698,0,0.985185185
24909811,1,1.376865672
24972767,0,2.746268657
25233978,0,0.658362989
25110767,0,0.656
25131238,0,1.633802817
24923050,0,1.008333333
24468689,1,2.935483871
24934295,0,0.245145631
25367757,1,2.325203252
25210093,0,2.941176471
25157863,0,0.895287958
25215125,0,2.639097744
25889425,0,0.104712042
25839543,0,1.826315789
25860913,0,0.22
25959443,0,0.058252427
26545358,0,0.5
26619813,0,1.465753425
26723650,1,1.816513761
26879308,0,0.567307692
35382272,0,2.549618321
26925969,0,0.411960133
26931516,0,0.218045113
26845345,0,0.944444444
26648267,0,0.948126801
27392671,0,0.278688525
27407113,0,1.438053097
27497374,0,2.112149533
26663170,0,1.035714286
27619012,1,2.031007752
27685965,0,0.194630872
27919874,0,1.275423729
27783315,0,2.88172043
27911104,0,0.724137931
27880780,0,2.838383838
27994536,0,0.514285714
28098490,0,0.90647482
28050034,0,0.428571429
28072667,0,0.654166667
28333354,0,0.189349112
28962747,0,0.542857143
29187996,0,1.25
28806553,0,0.173469388
28864082,0,0.429166667
28884266,0,0.971563981
29107261,0,0.09486166
30039065,0,1.731884058
38354006,0,0.908794788
29203763,0,1.524752475
29192682,0,0.960288809
29314481,0,0.810457516
29631429,0,1.079051383
29629209,0,2.494623656
29802144,0,0.202614379
29844182,0,2.336363636
31741759,0,2.524271845
29963551,0,0.687878788
30098107,0,0.205394191
30226108,0,0.92
30252890,0,0.251908397
30253573,0,1.789915966
30289750,0,1.445714286
30560852,0,0.075
30379619,0,1.211678832
30451688,0,2.025
30454330,0,1.087378641
30734434,1,1.556291391
30737715,0,0.805825243
30881578,0,0.278378378
30967502,0,0.085808581
30968487,0,0.396039604
30473393,0,2.442105263
31029844,0,0.807017544
31176445,0,1.355263158
31225850,0,0.33819242
31267721,0,2.132075472
31366331,0,2.057692308
31668413,0,0.362962963
31731988,0,0.205741627
31819986,0,0.25
31834044,0,1.102362205
31939929,0,0.79245283
31948191,0,0.833333333
35176452,0,0.621621622
31487580,0,0.7
32765730,0,0.240566038
33108290,0,0.615853659
32278895,0,0.140664962
32298098,0,0.374301676
32309261,0,0.694444444
32415975,0,0.446808511
32578940,0,0.048065073
32701442,0,0.153166421
32745270,0,0.7578125
32792021,0,0.685950413
32846414,0,0.155660377
33030064,0,0.373134328
33125151,0,0.128
33386395,0,0.971830986
33406043,0,0.28358209
33456098,0,1.230088496
33777015,1,1.265151515
33857444,0,0.514705882
33952905,0,0.333333333
34865449,0,0.528301887
41394354,0,0.083160083
34382708,0,0.3046875
35218735,0,1.424242424
35668897,0,0.059262511
35584807,0,0.381766382
35641003,0,0.193877551
36393277,0,0.105769231
36322092,0,0.316239316
36531742,0,0.091954023
36564488,0,0.191681736
36668049,0,0.5
36773263,0,0.414893617
36792385,0,0.711409396
36939994,0,0.546296296
37076455,0,0.1875
37281741,0,0.950980392
37337932,0,0.060869565
36852503,0,0.029520295
37810653,0,0.154545455
37865987,0,0.032258065
37939177,0,0.923076923
38427317,0,0.277777778
38471311,0,0.124324324
38477552,0,0.14
38690438,0,0.22513089
38680531,0,0.492647059
38877658,0,0.641509434
38934016,0,0.672413793
42000878,0,0.279329609
39678732,0,0.556451613
40276555,0,0.586538462
40610087,0,0.242718447
40524247,0,0.581632653
41112791,0,0.392156863
39177972,0,0.394736842
42767513,0,0.188888889
42776659,0,0.067961165
43694207,0,0.018072289
18626781,0,0.714285714
10360121,2,9.666666667
3385314,0,23.08333333
129214,1,9.780952381
11677683,1,5.102244389
1439955,3,12.92592593
930898,0,3.348460292
1905676,0,20.73404255
16516286,0,1.293015332
12177883,0,2.535455861
330293,6,11.80952381
34544613,0,6.053254438
572151,0,14
25193227,0,16.38461538
134517,0,4.1
2612472,0,14.35514019
22666743,1,32.77419355
115705,0,10.23684211
42243,0,3.112840467
12266545,0,59.29032258
10384136,8,29.24137931
793102,0,19.12121212
8638907,0,6.421818182
11446406,0,23.57627119
651492,0,7.475409836
378325,0,10.06896552
305350,1,5.971608833
738511,0,8.476190476
58389,0,13.5234375
10609363,0,29.46666667
213307,1,4.027777778
886699,0,1.576335878
851770,0,4.539295393
3485476,1,3.161616162
70977,0,0.84
2565262,0,4.675925926
1518198,0,1.693548387
663366,0,8.984375
6025951,0,7.215189873
1212528,0,1.713235294
16217129,0,7.609865471
203549,0,2.869712352
1942943,0,6.297520661
6386525,0,2.322268326
12222717,1,6.202205882
2518545,1,10.10909091
2547106,0,1.127906977
12222714,0,2.678343949
189100,0,6.631578947
506462,1,11.14953271
36176,0,11.03669725
1275111,0,6.389473684
362097,0,2.34375
40776,0,2.468899522
215986,0,2.051898734
4813395,0,10.07142857
3500399,1,14.5412844
15998391,6,11.6328125
1662477,0,1.343220339
181070,0,0.78
11367,0,9.129032258
41973,0,11.39230769
109165,0,8.937984496
140340,0,4.018372703
12269579,0,2.179775281
78701,0,0.403225806
9166,0,3.715662651
345112,0,8.494252874
82748,0,0.992907801
1515854,0,0.075342466
24251958,0,1.972295515
7009725,0,6.91
