p_id,median_tbc,mean_tbc
4968630,0,0
4987653,0,1.803571429
4998211,0,0
5005948,0,1.625
5025236,0,0
5123656,0,0
5514678,1,102
5614000,0,1
5691958,0,0
5693433,0,1.055555556
5754752,0,0.370967742
5772656,0,2
5786112,0,1.164948454
5827556,0,0
5929309,0,0.090909091
6084736,0,5
6126086,0,4.545454545
6236799,0,0.066666667
6241619,0,0
6393064,2,2
6474596,0,5.928571429
6474892,0,0
6941074,0,3.55
6529434,0,0
6951109,14,24.625
6827397,1,21.91304348
6879782,0,0.5
6882641,0,3.553398058
6892854,0,0
6894057,0,0
6805266,0,0
7054173,1,148
6947742,0,4.25
7104621,0,0.1
7356442,0,4.5
7172260,0,25.87878788
7290017,0,0.214285714
7359061,0,0
7360096,0,0
7368360,0,0.4
7536817,6,6
7502166,0,0
7605497,1,11
7661953,0,0.111111111
7659661,0,15.05882353
7808099,0,0.5
7813372,0,0.083333333
7928596,2,33.88888889
7923778,0,57
8058306,0,0
8019180,1,2.101694915
8115052,1,9.695652174
8075946,0,2.75
8110680,0,0
8136298,0,0
8121266,0,0
8227089,0,0
9938242,86,86
8277640,0,2.609375
8354798,0,2.461538462
8367793,0,1.333333333
8445160,0,0.064516129
8538049,4,4
8585680,0,0
8668242,3,110
8687250,0,1.5
8732292,0,0
8800009,0,0.111111111
8886773,0,0
8683281,28,58.5
8967853,0,0.083333333
9121930,0,0.333333333
9140062,0,0.333333333
9182521,0,8.454545455
9233192,0,17.88235294
9435459,0,0
9440880,0,0
9698848,0,1.208869814
9718623,0,0.135678392
9634848,0,0.333333333
9875329,0,0.968965517
9850604,0,0
9790641,0,2.925925926
9996526,0,19.75
20597490,354,354
10053243,0,10.625
10093059,2,67.63636364
10128422,0,0
10163456,0,8.880952381
10170137,0,0
10209630,0,6
10210697,0,0.222222222
10345722,2,2.6
10346668,0,0.230769231
10376808,0,5.078125
10388321,0,38.4375
10512757,0,0
10903557,0,8
10810479,0,0.181818182
10886124,0,0.333333333
10914310,0,4.779661017
10948879,1,1.2
11020851,0,0
11052798,0,26.45
11083349,0,0
11089960,0,0
11113479,0,0
11247695,1,1
11246191,0,9.8
11382268,0,10.10526316
11483525,0,0.333333333
11569370,0,0
11591948,0,0
11657580,2,14.77777778
11801963,0,2.692307692
12142390,0,0.205479452
12209480,0,0.634146341
12159476,0,1.25
11646191,0,1.454545455
14561779,0,13.375
11820857,0,0.206349206
12200571,0,0
12264861,1,0.928571429
12103467,0,0
12112459,0,13.08333333
12275189,0,0
12351403,1,54.5
12419375,0,0
14074787,0,16.63888889
12545729,1,0.666666667
15567297,1,12.48648649
12785844,0,6.5
12598781,0,0.444444444
12618334,0,0.1
12978298,0,2
12704505,2,8.363636364
12748587,0,0
12809176,0,0
12827421,0,3.928571429
12877190,0,1.142857143
12961485,1,1.5
12913669,0,0.277777778
13013841,0,0
13046878,0,1.166666667
13042910,0,0
13507715,0,2
13758573,6,8.25
13784990,0,24.75
13488274,0,0
13633913,0,0
13715717,0,4.067567568
13753180,25,25
13759959,0,0
13775136,0,1.222222222
13412279,0,0.066666667
13904570,0,12.33333333
13911590,1,0.952380952
14110569,0,1.220588235
13988153,4,32.64705882
14014533,2,2.5
14004717,0,0
13971696,0,2.877358491
14013389,0,2.171428571
13722130,0,3.606557377
14029508,0,0
14102461,1,20.75
13665066,0,21.78571429
14119904,0,0
14193360,0,0.333333333
14314125,3,18.2
14501342,0,0
14526971,4,3.285714286
14668011,0,0
15118804,0,1.344827586
14765630,0,0
14825492,1,2
14922206,0,1.688311688
14933174,0,153
14950720,0,0
14959423,0,67
14976728,7,7
15068795,0,0.7
15115592,0,0
15490265,0,0
15677608,4,4
15679272,0,0.571428571
15882668,0,0
15927021,0,0
15996523,0,0
16173757,0,1
16213982,0,7.142857143
16215524,0,0.5
16240985,0,0
16303451,0,0
16375694,0,0
16383664,0,1.974729242
16389349,0,0
16431812,0,0.545454545
16655164,0,0
16815105,0,1
16825875,0,0.9
17094311,0,0.045454545
17158345,0,0
17247403,0,27.07692308
17332052,0,5.224489796
17479408,0,3.384615385
17597431,0,0.666666667
17686344,0,0.307692308
17739212,0,0.85
17884109,0,2.117647059
17917592,0,123
18002877,1,57.66666667
18010453,1,1.666666667
18023694,0,2.166666667
18039129,0,0
18066737,0,0
18039601,17,17
18256788,3,3
18285844,0,0
27511256,0,12.71428571
18621966,1,28.25
18394179,0,5.5
18590781,0,24.5
18679922,0,0
18774384,0,0
18875751,0,0
18878054,0,0
18881239,0,0.266666667
18919861,0,0.444444444
18921085,0,0
19216349,0,23
19423989,1,6.5
19431312,0,0
19443251,0,0
19548365,0,0
19587091,0,7.490566038
19686540,1,9.071428571
19760854,0,0.027027027
19788942,0,0
19891758,0,0
19992848,0,0.205882353
19926639,0,0
19936490,0,0.333333333
20159233,1,1
15685334,0,0
20086162,2,7
20319788,0,0.5
20354265,0,1.852941176
20372288,0,8.25
20696704,0,0
20805709,0,6
20880691,0,0
20954640,0,0.260869565
21046134,3,17.75
21115882,108,108
21156205,0,0.166666667
21173795,0,9.16
21320560,242,242
21616720,0,0
21670601,9,19
21626455,0,0.333333333
21777236,0,0.6
21726335,0,0
21759816,0,0
21929247,0,0
21988497,0,0
22213166,3,3
22147648,0,0
21837896,2,10.41666667
22297196,0,2.594594595
22204258,0,0
22444932,0,0
22776109,0,0.5
22773385,0,0
22933899,0,14.03448276
23099662,0,1.211180124
22374853,0,0.307692308
22414752,0,0.777777778
22903507,0,0.333333333
22628289,0,0
22435602,0,0
22953676,0,7.6
23049496,1,1
23609199,1,1
23580102,0,0.5
23381973,0,0
23395863,1,11.2
23606997,0,0.5
23529854,0,0.5
23725091,0,0
23752357,0,0
23824279,0,0
23976583,0,0
24223520,0,0.666666667
24268718,0,0.5
24335445,0,0
24462261,0,0
24143741,0,0.676470588
24738280,1,0.6
25045552,0,0.333333333
25049127,0,0
25188985,324,324
25280504,0,6.2
25135941,0,20.8
25086710,230,230
25367005,1,5.181818182
25547171,0,0
25868822,0,0
28256711,17,50.25
26133419,0,0
26206286,0,0
26240131,0,0.5
25852388,0,0.105263158
26042562,0,2.125
27111139,0,5.4
26914844,16,40.83333333
27052770,0,0.5
27337296,0,0
27569926,6,98.5
28351556,24,24
27398186,0,0.333333333
27548096,0,0
27601541,0,0.666666667
27606020,0,0
27607996,0,0
27657923,1,1.375
27735009,0,0
27909259,0,0.595238095
27769830,0,0
27835360,0,1.857142857
27889516,0,0
27958311,0,0.760683761
27970819,0,0
27992982,0,0.344827586
28000137,0,0
28000595,0,0.142857143
28076199,0,0
28166550,0,0
28200770,0,0.333333333
28213920,0,0
28298181,0,0.024390244
28613273,1,3.777777778
28702287,11,66.33333333
28760974,0,0
28764535,0,17.875
34727861,0,0.2
28811585,0,0
28860972,0,21.90909091
28885149,0,0
28975343,0,11
28989568,0,3.333333333
28996378,0,0.5
28994439,1,2.5
29260269,0,1.333333333
29245285,0,1.232323232
29283126,4,4
29322318,1,1
29181670,0,0.5
29675058,1,15.8
29540443,0,1.808823529
29522947,1,1.666666667
29555990,163,163
29578122,0,0
29629888,0,0.451612903
29641310,1,1
29670763,0,0.666666667
29708619,0,0.4
29876875,0,3
29879447,0,0.090909091
29943586,0,0
29980872,42,56
29986209,0,0
30027961,1,19.55555556
30030918,0,0
30113493,0,0
30197562,0,0.416
30391334,0,6.25
30533927,0,0
30527958,0,0
30556413,0,0
30666178,0,2.5
30849870,1,1
30895480,0,1
30949889,0,0.083333333
30952277,0,4.1
31002615,0,0
31037242,0,0.636363636
31052546,0,0
31068214,0,0.1
31176201,0,0
31237728,0,0
31652290,0,1.073170732
31312625,0,0
31377323,0,1.5
31435677,0,4.658536585
31469261,0,3.6
31517509,0,0
31542290,1,1.5
31554694,0,0.25
31607337,0,0
31628636,0,0
31638556,0,0
31687568,0,0
31757013,0,0.1
31794699,0,13.66666667
31790435,0,0
31813937,0,0.0625
31855385,0,4.714285714
31875138,0,0
31978644,0,2.297297297
32099700,1,7.230769231
32151450,0,0
32207576,0,1.575757576
32226113,0,0.2
32234380,0,0
32260355,35,35
32279286,0,0
32309292,18,23.5
32326928,0,0
32367468,0,1.220779221
32621694,6,6
32411083,0,1.733333333
32445450,0,2
32517954,0,3.595238095
32612708,0,0
32692486,1,2.666666667
35760572,2,32
32735206,0,0
32785743,1,1.3
32869611,0,0
32901249,0,0
33183473,6,6
32948191,0,0
33036676,0,0.333333333
33047634,0,0
33107561,0,0.666666667
33327022,0,0
33342653,1,1
33465402,0,2.857142857
33575194,0,0
33704994,0,0
34412253,1,8.5
33786222,0,0.52892562
33838170,0,0
33925616,0,0
34133462,0,0.3
34310083,0,0
34319335,0,0
34326615,0,0
33173945,0,0.4
34865877,0,0
34437899,0,0
34489957,0,3.090909091
34499879,0,0.473684211
34538375,0,0
34555204,0,0.2
34597169,7,13.5
34866772,0,3
34792317,0,0.4
34837200,0,0.100775194
34935882,0,0
35086044,0,2.063829787
35394133,0,0
35480877,0,0
35511941,1,11.33333333
35578594,0,0
35649071,0,0
35655931,0,0
35728730,0,0
35731662,0,0
35800297,2,7.5
35923198,0,0.105263158
35951002,0,3.777777778
36272465,0,0
36319792,0,0
36345444,0,0
36497691,0,11.55555556
36537822,0,0
36538150,0,0
36552272,0,0
36592582,0,0
36723353,0,0.25
36669502,1,5.4
36768024,0,0.3
36773939,0,0
36785644,0,0
37089208,0,0
37092333,0,0
37100910,0,0
37263719,1,1
37311421,0,3
37388474,0,7
37417940,0,0
37490955,0,0.396039604
37625437,0,6.5
37633715,0,0
37706332,0,0
37779821,0,1.682926829
37833009,0,0
37971511,0,0
38020549,0,0
38048175,0,0
38243481,0,0.166666667
38196691,0,0.05
38373976,0,1.178571429
38464451,0,1
38566844,0,0
38601738,0,0
38692268,4,4
38810635,0,0
38819081,0,0
38840748,0,0
39076619,3,3
39274806,2,3.2
39647812,0,0
39674985,1,5.5
39701241,0,0.8
39731559,0,3.142857143
39774921,1,4.333333333
40082901,0,0.5
40116107,0,0
40221464,0,28.5
40280077,1,1
40411306,0,0.703125
40435243,1,1
40469152,0,3.428571429
40399211,5,9.6
41208067,0,0.263157895
41217769,0,0
41739362,0,1.583333333
41503130,0,0.428571429
41536711,0,0.5
41642446,1,0.75
41797684,0,0.6
41917540,0,0.214285714
41961275,0,4
41996347,0,0.285714286
42035034,0,3.1
42039798,0,0.5
42052107,0,0
42150620,0,0
42201047,0,1
42150975,0,0.714285714
42508573,0,0
42590987,0,0.352941176
42610663,0,0
42846269,0,0
42885510,0,0
43007154,0,0
43343949,0,0.142857143
43541462,0,0
43620026,0,1.2
43727099,0,0.266666667
43673121,0,1.333333333
43693448,0,0
43731621,0,0.29787234
43760296,0,0
43828500,0,0
43918624,0,0
44004616,0,0
44060572,0,0
44280010,0,0.5
44338357,0,0.111111111
44369358,0,0.25
44414239,0,0
44969256,0,0
45071346,0,0
45077375,0,0
11355526,7,25.7
10489429,0,4.338947368
1763710,6,58.68965517
11265330,2,9.198757764
166683,1,37.33333333
120581,0,0.975659229
195143,0,9.2
1146450,13,61.95454545
7348843,0,84
2508103,13,13
2513853,1,9.746987952
1070896,0,1.722222222
2522366,0,1.3
1576844,1,2.421875
226995,0,1.542857143
2674239,0,0
533882,1,14.73684211
471929,0,6.411764706
699335,0,5.545454545
1606051,1,1.272727273
1529402,0,0
3835095,0,62.2
699689,0,2.136363636
2693177,0,0
2342579,0,15
651430,0,0
1520255,0,5.064516129
710254,,
873456,,
919808,0,2.73255814
1375986,0,4.716049383
1940961,0,0.134831461
1996682,0,0
1615413,0,0
3957467,0,8.269230769
2253326,0,2.087281796
2300601,0,0.25
2458153,0,3.25
2324117,1,1
5733741,0,11.08695652
2472796,0,0
2802621,0,10
2853948,0,125
2882873,0,0.888888889
2917309,0,0
2944301,0,0
2951231,,
3012648,0,0
3023641,0,0
3051114,0,0
3196939,17,16
3173779,0,0.263157895
3196300,0,0.666666667
3371142,0,3.64516129
15753183,0,0
3322072,0,33.64
3576002,5,11.5
3510932,2,9.384615385
3622186,0,0
3623035,0,0
3678797,0,0
3690953,1,4.058823529
3754717,0,0.333333333
4619241,21,114
3935673,1,1
11757041,0,2.5
4021510,1,1.4
4017480,0,4.090909091
4032842,0,0
17621639,643,643
4105814,0,0.125
4284863,0,0
4370825,0,0
4485070,0,0
4509342,0,0
4651612,0,4.038961039
4587280,1,1
4720578,0,0
4913210,0,20.79166667
4938822,0,1.166666667
4999121,0,0
4928246,0,26.56
5003126,0,0.0625
5023010,0,0.095238095
5069942,0,0
5087280,0,0
5096695,0,0
5144752,0,2.714285714
12894091,0,5.2375
5562445,0,0
3294955,2,4.428571429
5728144,0,0
5753991,0,0.2
5767323,0,0.1875
5512670,0,8.4
5876498,0,8.6
5640916,0,1.333333333
5911797,0,0
5554154,0,0
5940788,1,3.37037037
6111091,3,5.309090909
11188763,0,0.836795252
6098795,0,0
6127025,0,1.307692308
6243819,0,0.5
6254653,2,36
6308130,0,0.142857143
6443995,0,5
6602946,1,22
6545690,0,0.166666667
6554886,0,44.83333333
6862611,8,7
6673330,0,0
6827951,0,8.5
6845789,0,0.083333333
8525439,0,31.31818182
6876226,0,5.363636364
6824188,0,50.5
6981166,0,0.111111111
7109346,0,0
7186821,0,7.47107438
7254124,0,0
7333218,0,0
7334232,0,11.6
7453176,1,1.111111111
7458163,0,0.028571429
7490277,0,0.705882353
7545719,8,59
7614935,0,0
7694796,0,0
7704504,0,0
7734789,0,0.166666667
8024419,0,0
14393192,0,1.281690141
8095633,0,5.666666667
8154514,0,27.16666667
8233564,1,1.777777778
8267147,0,0
8289153,0,0.045454545
8579420,8,8
8483513,0,0.45
8587098,0,0.083333333
8896250,8,111
8664878,0,0.451219512
4811056,6,41.73684211
8633407,0,0
10410639,17,17
9004422,1,1.5
9003314,0,0
9004105,0,1.75
9025984,2,2.5
9029372,0,0
9132888,0,1
9094342,0,0
9113372,0,0
9170270,0,0.272727273
9200248,0,0
9445785,0,0.084210526
9455206,0,0
9481893,0,0
9709326,0,0.740740741
9599241,0,0.333333333
9860944,0,0.5
9867409,0,12.57692308
9918323,0,5.4
10149669,0,0
27764598,1,13.27272727
10121192,0,0.138888889
10189893,0,0
10214862,0,0
10237152,0,0.25
10253443,1,1
10250070,0,0
10364487,0,0
10423520,0,0.166666667
10596146,2,3.5
10752406,0,0.333333333
10842767,0,65.7
13162154,98,98
11080959,0,1.532374101
11115325,0,0
11368179,0,20.46153846
11396730,0,0.268965517
11409382,0,10.57894737
11409709,0,2.454545455
11445379,28,32.04761905
11476994,0,0
11518114,0,0
11579939,0,0.5
11875104,0,19.62162162
11742421,2,2
11725506,0,0.5
11742110,0,6.222222222
11857000,0,7.407407407
11966293,0,1.6
15703677,0,0
12263118,0,4.339393939
12453723,0,9.214285714
12309779,0,1.486486486
12402990,0,18.95238095
12427598,5,5
11819844,0,5.28
12387718,0,0.5
12428440,0,0
12505461,0,43.14285714
12616557,1,15.87096774
18840223,61,125
12607665,0,54.375
12932555,8,5.4
31195571,458,458
13968951,26,26
13357905,1,2
13508966,0,7.8
14063193,42,81
13663094,1,1
13814536,7,7
14272144,0,0
13804475,0,0
13839898,0,0.111111111
13905146,1,0.666666667
13904033,0,0
13962045,0,0.4
13982511,0,0
14036693,0,64.66666667
14052310,0,0
14067148,1,1
14078565,0,0.642857143
14086708,0,0
14074964,0,1.523809524
14112986,0,2.166666667
13898099,0,0
14118378,0,1.310344828
14136828,0,0
14386282,24,23.2
14621453,0,9
14684775,0,0
14767376,0,9.545454545
14793723,0,0
14858737,0,22.66666667
14919109,0,0.333333333
14887481,0,1.260869565
14910013,0,0
15198198,0,9.444444444
15220798,2,14
15371410,0,0.6
15476989,0,0
15552531,0,24
15690649,0,0
15745515,0,0.666666667
15751744,0,0
15864566,0,0
15948104,0,4.625
15894157,0,0
15903242,0,0.365384615
15907284,0,0
15916440,1,49.83333333
15995044,0,0
16103648,0,5
16161877,0,0
16341073,0,1
16359320,0,0
16373281,0,0
16477448,0,0
16519762,1,8.75
16820078,0,0
16896937,0,4.2
16900648,0,1.75
16936154,0,1.571428571
17220816,0,0
17344057,0,0.714285714
17387273,1,2.479166667
17421439,0,0
17428349,1,16.68
17543323,0,0
17550671,79,79
17642007,0,0.166666667
17624950,0,1.2
17705661,1,1
17705800,0,0
17775977,1,16.52631579
17780501,0,0
18026425,2,2.333333333
18054891,0,1
18073052,0,0
18080026,0,0.75
18223773,0,0.375
18199037,0,0.041666667
18272381,0,0
18285298,0,0
18239776,0,0.2
18327326,0,0
18359786,0,0
18422995,1,1
18507779,0,0
18542006,0,0
18610074,0,4.826923077
18650293,0,3.35
18663716,0,0.161290323
18741924,0,0
18775907,0,0
18831200,1,4.423076923
19028021,0,0.340909091
19129072,0,0.625
19146059,0,0
19171816,0,2
19478637,0,0.909090909
19507234,0,0
19566600,0,0.229508197
19672732,0,0.25
19710981,0,0
19782298,0,0.571428571
19976758,0,2
20046542,0,219.5
20125797,0,0
20292040,0,4
20378027,1,13.57142857
20417954,0,0
23098622,1,3.413043478
20446898,0,0.25
20571899,0,0
20587253,0,0.333333333
23677087,0,4.741935484
20677305,0,67
20699821,0,0
20743988,0,0
20787303,0,0
20840628,0,3.142857143
20848028,1,6.5
21085472,0,2.8
19963036,0,0
21214832,0,3.902439024
21279242,0,0
21315688,0,0
21298975,0,0
21731929,0,0
21699244,0,0.1
21746726,1,4.090909091
21799275,0,0.506493506
21813263,5,20.5
21815330,0,48.5
21902180,0,0
21899926,1,2.333333333
21941018,0,0
21961293,0,0.018181818
21989386,0,0
22234020,0,39
22142699,0,0.333333333
22256499,0,0
22200206,0,0.125
22312526,0,0
23105444,0,0.636363636
22707610,0,0
22632548,0,1.021505376
22660898,0,0
22775616,0,0
22550339,0,0
22945398,0,0.142857143
22956165,1,5.75
23017455,1,1.666666667
23934495,0,2
24259183,0,0
24442922,0,0
24321542,0,0.076923077
24514897,0,0.0625
24624041,0,0
25037642,0,0.75
27602516,50,50
25386155,0,0
15526128,0,41.33333333
25598975,0,0.642857143
26126618,0,0.333333333
25975490,0,0
26158344,0,38
26181993,0,0
26394588,0,0.125
25852303,0,1
26345230,0,1
26451060,1,3.875
26472767,0,0.090909091
26718795,0,0
26746124,0,0
26929454,0,0
26455788,0,0.25
27057415,0,0
27085273,0,0
27265421,0,0
27297908,0,1.25
27341836,0,1.458333333
27137757,0,2.056074766
27629018,0,3.5
27396212,0,0.775510204
27539642,0,3.655172414
27781814,0,5.75
27822396,0,0
27815981,0,12.75
27831938,0,0.4
27856151,0,28.375
28010951,0,0.125
28075660,0,0
28207708,3,20.92307692
28341657,0,0
28348338,0,0.889473684
28357486,0,16.5625
27550007,0,0.717948718
28472051,0,6.02173913
28564094,0,0
29229177,1,6.7
28846312,0,0
28864534,0,70
28911715,0,0.222222222
28921482,0,0
28986162,0,0.55
29021479,4,32
29231052,0,0.916666667
29161181,0,1.9
29126939,0,0
30816888,46,46
29263714,0,1.5
29017515,0,1.111111111
29997436,19,19
29202093,0,1.829787234
29212335,0,5.642857143
29214948,3,3
29176106,0,0.090909091
29213867,0,0.333333333
29463587,1,0.8
29471871,0,0.1
29600906,1,2
29656907,1,3.114285714
29717424,0,0.401652893
29726264,0,7.727272727
29726821,0,0.703703704
29788295,0,0.928571429
29835282,9,41.66666667
29835911,0,11
29879767,0,0
30097619,0,0.230769231
30113330,0,0.428571429
30183801,0,0
30247763,0,0
30250197,0,0
30349454,0,6.333333333
30397897,0,17.16666667
30399893,0,0.083333333
30426503,0,0
30439368,0,3.271186441
30451860,0,0
30546289,0,0
30596784,0,0
30737925,0,0
30815742,0,0
30817971,0,0.5
30854595,0,0.111111111
30884421,0,0.5
30886391,0,1.666666667
31232990,0,0
31235790,0,0.333333333
31273423,3,5
31323014,0,1.25
31404582,0,0
31403915,0,0
31407129,0,0
31435191,0,1
31562385,0,2.578947368
31595435,0,2.166666667
31602719,0,0
31678632,0,0
31963578,2,2.714285714
32136825,0,5.8
31400614,0,2
32316036,1,1
32366519,0,0
32422820,0,0.548387097
32460940,1,4.285714286
32478249,0,0
32514286,0,0
32523683,0,0.085714286
32528347,0,0.125
32589409,2,4.166666667
32597579,0,2.657534247
32703027,0,0
32740998,0,5
32813982,0,0
32822036,0,4.033333333
32867105,0,0.277777778
32897320,0,2.32
32833980,1,1
33029717,3,5.25
33068762,1,4
33126821,0,0.333333333
33141792,8,8
33153699,0,31
33266749,1,6.75
33329453,0,0.333333333
33339590,0,0
33375991,0,0
33389489,0,0
33443722,0,1.26984127
33515654,0,0
33546055,0,0
33595161,0,0
33619556,0,1.25
33637631,0,0.625
33546452,0,16.25
33552887,0,2.258064516
33770839,2,2.666666667
33922409,0,0.24
33930873,0,0.2
33989201,0,8.75
34044797,0,0.25
34188067,1,6.684210526
34255611,0,2.5
34355646,0,1
34440312,0,0
34449398,0,0
34500116,0,0
34549602,0,0.166666667
34598308,0,0
34693113,0,1.714285714
34377434,0,0.518518519
34635658,0,0
34709615,0,0.5
34809975,0,0.085714286
34825858,0,1.666666667
34483366,0,0.166666667
34970243,1,1.1
35043470,0,0
34911252,0,1.388888889
35111574,0,0
35213844,0,1.444444444
35263378,0,0
35265447,0,16.83333333
37208715,0,0.222222222
35413093,0,1.705882353
35351263,0,29
35451872,0,0
35462035,0,0
31994342,0,0
35568083,1,1.472527473
35635680,0,0.5
35607071,0,0
35613693,0,0.2
35623226,0,0
36404625,1,7
35735473,0,1
35798742,0,1.848484848
35843544,0,3.290322581
35854883,0,0
35862236,0,5.523809524
35946243,0,0
36261321,1,0.771929825
36329721,0,0
36439946,0,0
36437548,0,0.657142857
36592874,0,0
36665356,0,0
36773848,0,0
36749601,0,0
36824469,0,8.769230769
36849008,1,1
36892629,0,0.428571429
37201872,0,0
37274806,0,0
37280504,0,0
37301170,4,4
37348863,0,0
37564581,0,0
37582854,0,0.785714286
37611397,0,0
37824176,0,0
37916687,2,2.4
38318693,0,0
38394312,0,0
38592260,0,0.2
38680408,0,0
38923424,0,0.011363636
38989612,0,0.428571429
39093246,0,0.5
43751609,0,4
39139449,2,2.555555556
39156144,0,0.214592275
39290090,1,1
39432362,0,0
39479478,2,2.666666667
39614933,0,0
39766264,3,8.833333333
39816596,0,0.857142857
39885240,20,14
40068307,0,0
40234782,0,0.857142857
40253279,0,0
40314126,0,0.2
40527479,0,0
40700169,0,0.5
40794505,0,0
40844294,0,0
42309308,0,2.1
41374127,0,0
40982630,39,39
42505851,1,3.363636364
41676395,1,1
41696532,0,0
41837070,0,1.5
40431639,0,2.333333333
42649354,0,0.364705882
43841293,0,0.509803922
42956296,0,0
42774405,0,0
43097570,0,0.5
43419163,0,0
43441141,0,0.125
43457569,0,0
43575771,0,1.375
43671692,0,0
43706246,0,0
43709357,1,1.125
43706594,0,1.444444444
43769259,0,1.5
43979823,0,0
44085439,0,0
44101654,0,0.181818182
44184617,0,0
44239198,0,0.066666667
44329420,0,0
44383005,0,0.666666667
44668270,0,0.333333333
44816014,0,0
45031073,0,0
45034453,0,0
81427,1,13.17307692
622777,0,17.15966387
184165,0,1.780701754
81188,0,0.89010989
588846,0,4.481751825
2539865,0,22.42857143
4163940,0,316
2432664,0,12.58646617
2545473,50,50
2508794,0,9.560810811
2507083,0,0.777777778
2527757,0,0.333333333
1135712,0,8
437422,0,12.58461538
1090624,0,16.5
2672688,1,1
327054,0,1.25
617566,0,14.11111111
2679380,0,0
4732,0,33.95238095
19912855,1,30.32653061
1481663,0,0
142948,1,10.06451613
1577106,2,2
817840,6,30.5
132067,0,0
311127,0,0.125
502085,0,0.070422535
638645,0,0
715264,0,3.181818182
753497,0,0.25
829756,0,119
910254,0,12.38095238
973216,0,0.285714286
1922878,0,2.4
2344340,0,4.394736842
2248587,1,20.49275362
1445930,1,2.871794872
31588251,0,15.58333333
1890011,0,1
3518242,589,589
11474220,0,2.935779817
3997394,169,169
2155084,65,84
2297028,1,1
2312349,0,0
2427071,1,1.333333333
2928675,16,22.8125
2781527,9,16
2797926,3,3.666666667
2810580,0,2.109589041
2837912,0,0
2832062,0,0.7
3200672,0,0
3298242,0,9.519480519
3393101,1,16.75
3547464,26,26
3466170,0,0.127272727
3579254,0,0.3
3610243,0,0
3807674,0,0.5
3812014,0,0.166666667
4862326,78,78
3832067,0,27.3
3858496,0,0.225806452
3922896,0,3
9918448,0,4.021505376
3967074,0,0.2
4179655,0,1.888888889
4417691,0,0
4492602,0,0.5
4562649,0,15.83870968
4621071,0,0.210526316
4632199,0,2
4640965,1,3
4589429,0,0
5150967,1,5.285714286
4963423,0,0
4980531,0,0
5034850,0,0.615384615
5118905,0,0
5140225,0,0
5159980,1,1
5254781,0,0.5
5348224,0,0.166666667
5434479,1,8.6
5506003,0,0
7705141,13,55.36842105
5278192,0,1.666666667
5787708,0,5.6
5710154,0,0
5712557,0,0.1
5718234,0,0
5782721,0,6.326086957
5787486,0,0
7806538,126,126
5803800,0,1.714285714
5819946,0,0.4
5854135,0,0
5868018,0,5
5881687,0,4
5918295,0,161.5
6031816,0,0
6083671,0,1.925925926
6100155,0,0.272727273
6131680,0,4.727272727
6178204,0,0.558823529
6197787,0,0
6213585,0,0
6268052,2,5
6263684,0,0.888888889
6364285,0,4.2
6452273,0,0
6467284,0,0
6494494,0,2
6521391,2,15
6603464,0,0.673202614
6606579,0,52.44444444
6614917,0,0
6713732,0,3.791666667
6918902,0,32.94117647
6922582,0,0
6983501,1,1
7167628,0,0.472727273
7084138,0,0.04
7095619,0,0.333333333
7145598,0,0
7335054,1,8.461538462
7585780,0,1
7605669,0,0
7607663,0,0.365671642
7697469,97,70
21301632,0,19.03846154
7855762,0,0
10592742,140,274
8100111,2,4.711538462
8125044,0,0
8333383,0,51.33333333
8770112,0,7.692307692
8501208,1,1
8576507,1,1
8539091,0,3.5
8719437,0,0
8732814,0,0.8
8815923,0,3.5
8815207,0,0
8851172,0,0.727272727
8868397,0,4.25
8920822,0,28.27272727
8980192,0,0
8990001,0,0
8995976,0,0
9019460,0,0
9123763,0,32.8
9172221,0,1.5
9222575,0,0
9471382,3,5.4
9383686,0,0
9415799,0,0.5
9560997,0,0.2
9597202,0,0
9750231,0,2.5
10006070,0,6.714285714
9951571,0,0
9971549,0,0
16842737,0,54.6
10052206,0,0
12757797,0,3.58974359
10147100,0,0
10067448,0,0
10175437,0,12.96551724
10224416,0,16.16666667
10262128,0,0
11187171,0,7.579439252
10269963,0,0.0625
10280064,2,3
10376644,0,7.166666667
10433306,0,0.333333333
10452832,0,0
28556182,0,71.71428571
12629928,0,37
10488472,0,4.305555556
10495429,0,16
10651732,0,0
10755299,0,0.166666667
10787507,0,13.75
10824589,0,0.259259259
10826722,0,0
10862132,0,0.142857143
11845197,0,1.537401575
10926483,0,1.897435897
10883658,0,20.16666667
10925445,0,0
10946567,0,7.1
43082834,0,190.25
11024006,0,4.294117647
11113923,0,0
11114490,0,0
11140118,0,0
11296580,0,0
11311096,0,0
11355488,0,0.333333333
11487705,0,0
11589311,0,0.066666667
11744794,2,3.666666667
11712290,8,31.33333333
12664977,2,13.6
12214124,0,0.125
12077087,0,0.533333333
12328885,0,0
12365041,0,0
12379553,0,0
13896511,7,28.5
12426382,0,10.77419355
12440541,0,7.727272727
12485658,0,16.5625
12500301,1,39.9375
12745968,4,4
12743584,0,0
12768134,0,0
12772053,0,1.9375
12960867,0,2
12834341,0,0
12857411,0,4.75
12926187,0,1.048780488
12940780,0,0
13093176,0,3.2
13112912,0,0
13161398,0,0
13383254,1,0.666666667
13375306,0,7.55
13639117,0,1.6
13635599,0,23
13808076,0,5.857142857
14288307,0,0
13561345,0,25.53846154
13400531,0,5
13903518,0,0
13917584,1,1
14048920,5,8
13940348,0,0
14043969,0,0.454545455
14052060,0,0
14065816,0,0
