p_id,owner_age
28856201,562
10846637,675
26096363,40
26454032,431
7719774,447
14334085,118
31573441,555
64740,700
2102679,0
2300381,400
19321910,97
26052405,731
15745863,371
27554302,335
18620926,2261
133127,277
9839209,724
25618549,195
28962747,814
14088311,488
11723731,262
12419923,848
27880780,285
13027420,188
22085895,168
15351395,447
16516281,1299
14519886,1743
7067788,1963
12217859,0
32307809,358
35140271,774
35995460,1481
103776,2
125823,512
197400,1090
10730101,1239
10792932,1172
7186112,1230
20733371,467
31886835,2513
31962345,78
741151,240
8494769,815
12313817,147
285997,1119
31482578,1975
18534360,340
8998736,443
22045328,0
13833243,663
11117434,2183
288094,905
33633738,2
31748512,666
31867235,213
939729,0
11373055,391
34909937,1407
7821081,528
294792,1411
37360290,1923
6053674,272
34492984,937
820151,180
1826174,0
1608596,237
3756261,259
13675022,0
2680867,320
6835960,0
6025951,881
6192468,543
10199527,1937
4733604,754
9724897,138
33059676,273
40737622,835
35657821,1907
18944419,391
27187199,0
17290760,1011
24218623,0
22053465,0
20050004,123
9324544,0
24820244,626
4074279,11
4079187,4
27182986,0
3807964,64
10847209,997
12857640,4
27731584,0
15115446,871
13019896,384
2142759,40
22122437,0
10289314,1745
3988688,3
6844095,277
19650495,159
30105157,207
24142347,552
29844182,8
18528821,305
9981214,30
11151262,485
13147432,14
13978976,1052
27383648,1522
6853518,2092
6347717,162
11432322,600
9456506,0
30106316,247
4460302,744
23069733,783
8699286,98
13651460,1715
19041019,1629
7363239,408
363527,312
12446003,636
9695566,1392
24925142,1
15299020,362
13777419,9
12312265,204
16974402,799
16379518,0
4479664,263
11222142,460
13971384,949
24695618,224
12822229,465
32839972,366
2936588,920
23692201,428
3564870,241
13936467,132
37551037,2009
33626107,482
32979214,0
31915121,1
10128511,210
2678912,109
6551543,54
31666836,1339
7820951,200
9730542,916
16216330,960
14300785,684
18537978,441
21501100,1670
27112948,567
4273945,235
14115322,0
35083989,1120
22666743,3
22723902,4
17546703,1490
12416088,663
9637389,176
5331160,83
25834028,357
18940329,183
18690130,440
14256271,914
2952033,889
5937427,868
27987947,21
23078284,668
17638396,689
11290098,569
27567772,979
30408826,519
27745939,2
6821092,37
22696303,3
22745451,4
25415654,0
8892060,180
7117888,1470
29428504,177
2656574,0
28112860,972
11148721,637
7304158,55
24334615,93
21161946,517
26343445,542
30504789,124
3708578,1232
23995477,211
9232119,840
20083417,266
31265452,1166
22739180,4
1504264,4
26896754,342
24137519,316
15461818,831
574640,1
25443109,1
5346335,777
1397723,23
1799848,28
23064922,982
7021372,1410
21446253,557
53227,151
29496965,104
18056924,1448
34503774,1818
36186254,0
27047006,0
22790461,5
2244706,535
7838261,380
27057674,193
19903813,68
14680100,1183
37072450,0
20246541,194
12299507,541
15790740,122
15146722,1416
12639213,161
28279263,0
32488613,366
13622515,0
37740034,868
90787,0
10749161,1801
37865987,125
10014667,3
34438427,1165
6276305,278
5844605,135
2453594,1014
38963740,619
40987483,1076
34901894,97
13106532,12
38805371,15
38146121,471
40556612,2243
10511547,390
7609217,364
12177883,130
29801194,0
7110783,775
17181105,553
25128503,825
19636496,438
78701,89
21862881,0
9741651,1670
9229330,1096
17698982,214
27919874,655
26768744,301
8397606,456
17889305,922
29382500,810
10139831,21
30738193,433
13989295,181
12916804,257
3639323,212
1363963,0
23083802,526
20256194,12
21288438,0
26879308,631
103434,512
15741311,1086
5991760,339
29219242,375
5376040,595
9416070,812
30445693,1445
32994751,770
1930663,6
257321,899
8861958,1298
19260484,157
7809681,704
3636897,274
4146049,809
56426,657
13881831,694
16227440,1455
16280220,1
12307669,256
32213893,599
804267,0
328167,512
18518093,55
20050599,0
32472694,1927
36436328,0
31755757,1769
29720247,364
36356215,509
916583,72
43006321,91
42310156,461
13391600,1389
19224877,781
5403549,1239
2888210,44
8936909,155
13590970,1530
7141520,877
11062445,874
36529505,11
36333111,1
5754420,483
3786090,426
42664694,852
35834588,1
2829434,357
141883,297
13833648,225
6066474,417
19849416,153
30451688,191
15158754,514
9744014,707
12141312,416
27539321,1061
705829,29
25318898,161
12498517,1559
9568569,789
16293882,120
20592515,1941
1676096,1395
31542290,265
23482972,682
11194954,1707
10758695,26
27148130,725
31209028,337
21532370,1140
24849247,0
11333642,1205
6194343,460
10641804,718
28427818,68
7157116,1278
19430791,1535
10844192,158
34850,1029
33569482,1429
33250556,611
14858548,1
35547258,144
32983262,1048
2433704,826
5729174,1
14940513,820
13435606,761
31429775,272
21952812,800
29932773,2262
27404103,59
149044,1132
5594610,1
6615283,496
31044721,502
33723003,2251
32186879,606
87295,1
32703186,1635
10943958,1237
12842678,363
10423745,1
40716110,1085
1036992,667
24801649,1716
8646699,1866
817763,1281
18845310,2289
5629883,52
1929304,661
22123865,518
23929404,454
10311898,135
639175,373
1952617,45
38823454,38
39963995,858
71061,200
8098391,442
33012366,0
13882136,67
43565395,766
42306086,718
29105122,994
12150695,127
14976205,202
25843682,10
20303712,0
27793568,0
26931516,546
31480265,1334
12171908,45
5591110,1076
14799197,284
2168561,110
25855333,535
28940949,1958
3100785,18
2839849,753
27485172,699
6102821,349
8633805,637
27948570,549
14865183,1662
5893964,0
29912735,308
28298901,1678
26887400,833
299176,231
10314206,1816
140340,1109
1532440,118
975425,27
16400042,562
27118723,255
5718188,1072
7299394,1508
12618349,367
10249030,2311
4755891,356
4050545,1327
6320813,635
29416,13
31669660,368
37458241,97
28074031,1261
12759309,1711
16531573,1328
19382447,84
21545957,377
32606051,1730
2714273,151
349201,0
13597951,883
17865733,2
10576017,1
948678,418
15868272,1271
4615291,995
35657899,758
7255983,540
12424400,209
4436516,215
289336,182
28050856,91
487636,35
2493300,21
27810559,1
11718454,2393
30746901,781
14992065,1789
35329240,1308
34798856,451
3781493,0
38923424,0
32622,77
7755486,628
38618514,1756
14360661,2
18032790,378
10538557,1463
9733653,0
9756221,382
1930234,427
12312638,1001
21146920,965
9880417,1249
377990,80
6570961,435
8555549,687
11104528,1063
6018514,901
12788661,816
3564791,1039
17784804,493
10579368,644
11613508,354
13423561,506
82191,274
25053598,1697
18322,218
16362439,1043
20091336,566
9002820,82
12674496,197
10142433,933
20801267,1176
22450489,1582
29182795,221
19876180,61
11066534,227
10962792,284
4835859,1459
25142107,40
14841897,2024
13781490,0
21019258,1847
17623297,0
33235476,914
34567286,360
33435475,1105
34235096,997
10985902,136
24965336,2654
22530850,1372
20697130,1000
30310550,2171
33324593,281
20172667,62
22077329,1240
22483655,146
11376749,141
28524810,182
34178463,2763
36190624,630
41249051,386
21221616,2139
36533392,30
10411224,981
37099866,372
34857754,0
145273,596
39614983,7
15187584,1753
9910625,688
6249476,179
3446611,37
14320623,481
13043519,1071
6339522,1073
34363614,770
21230684,0
31410272,1012
704786,569
13573949,34
6192884,9
13824123,630
42432269,1730
32081990,385
32118765,900
102273,719
7745843,1175
10486668,455
13571777,937
6568792,472
3239552,51
17932051,453
19936247,31
23490976,1043
12415874,119
13779154,281
14663914,0
4696687,1123
23673090,0
18484701,645
28930507,4
30488293,14
4751612,1520
520636,879
12579282,4
7558731,266
2451641,200
12584153,283
17012906,440
6368224,249
11930016,679
18854121,1648
84477,1
8293410,952
3630519,832
27945206,1247
11775542,0
18369270,433
8063433,1053
12237611,117
23097202,74
28254438,1762
20077008,1149
4319278,600
15457452,635
5574469,735
1497107,777
3802531,489
22087779,0
2846742,613
14362616,1196
7653313,1394
109165,399
17828912,104
20506718,1270
27105204,274
35968988,299
5460458,69
32955906,0
11055907,854
5201425,580
5522865,232
32381156,1843
7161383,624
35622005,0
34372586,0
33985409,847
38154503,2343
41683159,315
21402671,1805
20723189,1038
31507091,1896
17388278,422
254617,898
33624132,2242
3498797,6
6420196,0
43686682,1293
31908789,76
44149664,1
37704031,378
15981533,16
23940695,671
26248772,2412
2909101,0
14032589,2215
22344858,903
22756645,1220
23903386,8
27468411,1361
2782041,17
12330178,248
26721585,13
15373487,464
27447277,21
17280503,589
7189374,22
26138035,2412
8262711,740
11197479,676
23403163,0
27704645,350
20888485,1718
4126906,323
23364862,473
25272463,1155
10550567,467
7862232,423
9421788,1
20645385,1887
7830137,880
10072001,4
8144118,129
84469,486
29645132,15
14773244,453
18626781,56
8272546,51
9712427,773
26048228,2412
26116159,2412
10753268,23
15770926,278
142737,877
27256724,731
18516673,73
9729310,24
82233,723
9712025,883
16478436,393
1838889,419
31630002,480
15609415,21
31463345,1
3885331,295
30413542,166
18964867,10
32307315,510
32975024,1835
4713117,843
17769657,1279
30039065,1105
31448044,2581
15396225,1482
10432019,395
34087017,55
2904660,394
31736326,14
4911954,819
165607,774
3858710,125
4087849,632
31971786,1694
35671248,442
13449487,0
32200368,1232
9516550,588
32762090,2713
5798971,126
35218735,52
2306291,0
42297169,1374
16444520,1471
12473241,270
25435581,1606
28411818,1716
9218672,508
5894800,1626
20240015,251
15936655,309
2818489,464
12479027,594
37963610,341
44000832,8
11822671,128
7220425,58
1577439,1180
18712617,358
2938143,1396
25023637,727
28369467,1198
16248086,0
27516361,854
5162548,161
8729577,1
11148385,6
13971696,884
15921542,34
26061544,0
21784786,1279
11354855,747
28424527,435
24635417,67
22592149,260
1925478,0
19891753,335
27685965,0
13599459,274
8840841,656
5819616,906
4586114,1033
354293,99
15103021,371
9710890,1111
2352451,66
23872464,6
17595223,975
4368355,251
8248019,182
12715643,1243
3029984,581
21717318,812
5702465,1115
5637784,231
4638110,342
20848141,1079
28333354,573
8886659,206
17002761,0
10028872,787
18670241,1904
26991237,329
20029145,1946
7753647,42
32269014,1563
2643081,650
14079,525
15160341,896
25504096,1221
24926847,1156
27355803,2352
16159573,134
20157391,86
9549336,1269
60397,876
22069692,694
5395631,215
30484953,696
29028575,50
32558773,984
33831664,1597
42776659,2193
9454596,1360
40610087,1991
2314596,1265
2209346,800
13442362,424
19404717,200
17658661,1109
14374295,956
255059,5
10613873,1505
31534330,495
20251846,173
31974416,293
34276741,956
34329964,206
33071971,920
33073995,493
3279989,418
4074836,22
2258946,0
2340334,37
30419516,1507
4741148,39
29205606,349
14123788,283
24223560,670
28735036,1387
5714748,528
2145897,0
29279262,300
40776,78
16024617,180
11650162,918
30454330,403
28769599,66
20567602,311
12674702,310
27423851,312
20051,245
3627893,541
7768661,0
11421033,863
6535694,452
17595055,172
29208880,0
5708123,292
8106033,273
1447022,210
26052920,1131
18260334,316
8507938,23
19142255,393
29796563,775
12376475,1744
4968147,245
14000694,0
7009993,1135
32783691,175
32476940,502
33377669,558
1892848,188
29157052,417
422536,0
70983,325
29736882,1580
1421566,875
22248768,1296
29940292,1672
34333628,192
36493737,411
36591500,650
5539297,298
7310637,344
3383285,32
34964786,317
39678732,1155
33089829,832
32436326,392
2449162,762
1808108,148
7391630,1053
822814,522
41945343,192
5540435,1093
11648517,388
5926552,716
8511588,1099
29825757,566
12872215,569
7182076,8
10783986,1670
30882557,1075
30502932,966
5164276,197
3017345,3
9703251,626
2839235,364
31230032,663
30010475,435
123000,0
10535250,635
17708989,1654
9734987,186
27669160,1575
24818348,1132
9927053,0
5535797,951
24287135,33
9801465,542
6205039,14
17699501,1118
8156847,144
1622005,373
12551690,76
18299198,14
6206522,401
29072362,576
13456699,383
7461396,0
9511472,198
8303912,529
31217110,4
22056659,391
7267139,601
12397356,595
12816628,56
28759129,131
11793729,457
3604251,1451
5603886,489
21376458,894
9775396,533
28132354,30
12358643,140
12658220,328
19693512,749
5626176,26
1143188,1429
18992988,1
3520239,644
9166718,1019
933119,585
2735890,454
7510281,661
22669319,121
10560692,0
24983876,927
30742740,680
23508428,1762
3756693,393
28028783,2012
2303480,47
2465211,425
2937939,296
12596621,0
31320765,602
12283120,623
26272589,439
37243143,1185
37338139,2515
35816813,1169
35285142,381
5768201,43
10502929,313
35663120,101
2420366,985
36198119,1293
648481,350
1426344,274
6312124,1069
40920787,65
11698432,902
315855,322
24603125,27
26039582,1421
2832436,270
37392976,2585
36259746,815
34755790,1311
12690383,543
2751196,659
3864576,229
30865139,225
12263118,36
26778999,383
14342108,101
9368946,381
16480291,874
12616383,18
910249,805
11826463,718
27566775,710
1212528,0
3528170,1623
31512088,77
1498141,2
20004223,372
231291,0
5704537,1509
24468689,1646
8497452,310
34903,139
29986481,1978
11637372,195
3710153,3
13148941,263
17674929,0
544696,390
13976852,1051
10476188,740
4696482,128
11677683,3
20185656,522
21646104,893
5627578,0
20176363,811
30991542,792
1496644,2
7343184,27
2369561,645
11685118,1235
7131774,241
5754521,0
17856682,888
13409931,93
256338,158
24311245,454
37466811,749
33027975,941
20613978,2554
25210093,654
10212690,832
4985844,38
5529446,1690
88147,2
26294633,1331
12594689,571
5579574,346
27135069,1677
21896989,277
32345119,721
14465269,775
2261089,371
42125248,1370
4891727,202
36852503,940
34335068,15
12930225,20
1951288,1300
544605,0
13627525,182
5888011,363
29045262,1
4799753,423
33377349,2096
32969864,1847
31819986,815
8542494,261
5530457,1090
1007224,90
1377618,102
11152424,409
8453103,1795
18832183,1184
12377446,1690
14732610,1
1375962,21
16257831,0
29845581,426
24696190,1299
4471060,649
8807915,0
8069644,0
12245359,1266
25177561,2169
21718607,1136
5945636,691
8090348,0
15484951,412
4794427,126
21179547,187
30728248,512
30587662,354
30197281,783
17078062,0
20687594,780
31166820,489
24934295,2
27395932,0
11540403,781
11546637,4
25025893,1768
29984406,325
10916059,876
26049695,893
32219676,452
14024163,988
51406,849
11339612,89
1358357,1215
13707899,25
20113019,738
12330142,0
19157489,456
10377977,856
19600300,449
20447454,1509
27364,596
16705655,908
31715241,8
13153741,547
42353085,2195
15716801,525
32767840,680
8730009,689
39649177,1588
43433095,1499
6836589,1337
12203989,1
18874488,1955
15153402,955
34317339,49
10575996,130
35128496,1
6858161,350
43269167,1063
5548817,2
37484466,1136
34746288,2413
1366240,979
13366843,294
41781536,430
37598852,452
14759199,1771
18415161,12
27461811,54
362097,0
7396900,1468
31431735,219
8131446,670
12574783,282
13971771,1463
5468484,370
12285351,105
11602399,0
663366,471
11033319,1276
31152510,305
17584741,0
20863749,1616
23128858,1728
1946361,570
8773035,1341
13156336,449
7159134,411
27618117,368
30473254,157
26576835,24
10884876,0
21740706,331
9846197,0
27744329,1486
21984608,746
11168027,993
7559312,1240
2711485,12
7643069,1580
9941577,104
8174792,135
20470521,278
15700168,236
12327415,1475
16739489,580
35504344,0
37505112,1
35378719,1
12252165,415
16550344,2206
15150964,721
9408427,1737
33194283,0
33774342,3
31742775,483
33519091,339
27751,492
2232735,789
10626559,0
31494921,904
16640275,1377
24498818,15
10861249,429
12258243,764
14438362,18
13030395,572
3728703,50
7066608,1423
15545546,646
35209302,264
38085131,311
9409450,750
71694,0
18982266,83
29091348,605
12442548,540
30481353,1412
17576873,866
33459722,1316
33940924,0
6180536,8
12717475,38
43694207,1143
1450402,267
13873602,2
31646985,1832
5841380,1035
13615815,539
25207952,1001
27106117,295
27813784,1162
29217523,0
26311336,1317
815849,48
23743646,357
466537,0
11299642,1
16921476,1082
26588091,1543
13989519,1326
17404494,0
4937055,774
10811242,954
13064963,137
14319777,20
14647871,78
30866589,391
31566854,241
5817753,535
22171978,517
28617522,252
29227081,1892
8560288,192
23570662,296
1946967,424
7755279,1204
11620019,1104
10453559,90
4024636,1471
7809630,322
8510665,195
16974297,90
25574127,19
10864390,1101
27669980,0
30140479,51
21575880,1192
3815110,947
384318,641
6089133,2
23488903,8
6449099,549
7698889,564
11426323,368
3451239,814
12376337,1
12135434,8
7813669,2114
31913538,3
33385370,1
664591,308
26208951,724
30370813,663
11007075,798
7147020,114
22094996,247
21162204,812
9495781,610
34433963,1365
15237668,1016
8610595,265
30466543,414
10150140,1010
11223421,739
11080346,826
2448391,264
33434653,1913
853739,168
44352856,327
42283584,3
33919413,295
4230741,643
504263,13
3589285,786
4598839,660
34676159,1696
33890650,2620
2333321,628
28521790,282
28396469,240
12149148,841
2258167,635
26789757,378
17210827,2487
10657507,754
21974977,917
27588333,1766
19265383,446
4431834,243
18035439,1821
8491639,814
5382325,0
3525135,167
8897525,890
33359069,988
40720858,1086
7668871,99
25159308,636
598741,555
11637893,593
8876582,903
19851956,826
15511567,824
31662846,4
24520339,1220
19322171,192
20640060,15
290818,13
25195709,1404
9368362,320
1470100,100
21840871,1426
6283146,2085
26189068,573
12403435,679
4696739,813
13602981,380
12190924,758
17618415,917
7480674,2073
21028019,160
11153941,59
22230006,1512
5386308,0
2303585,5
2410167,39
326702,244
34038464,972
3734738,324
19244058,388
11531366,597
3361698,61
27615113,0
31939929,129
22733972,2163
28346031,1238
13669887,880
32592769,5
2841677,180
41102997,1415
533488,2
16732604,1230
5827976,681
6448695,585
2313654,516
15386736,133
6894613,1116
21098300,191
37441699,26
33398112,134
34709188,24
13384055,225
7027587,414
31834044,2351
43838261,295
40079387,1658
86702,471
9032236,942
30549778,713
60726,1246
8599371,1137
23177,9
22410572,434
17788119,535
29692807,1002
27272454,9
27536910,3
124714,45
2763847,152
6997725,2
930898,5
19755671,683
2612472,0
30047622,422
3500110,791
23904188,915
25186833,1198
16217129,2
6218009,479
12964813,236
12642926,1
11675005,145
6385617,296
11418438,679
1898237,814
877012,38
10609363,975
30110685,7
573875,145
30957324,438
242885,239
11631276,640
27684200,677
30049597,893
284075,392
11554896,687
20005549,2010
10164723,1023
1026925,405
29818581,114
4435030,322
17426520,1738
27757733,521
3520266,536
2476368,68
34064729,1047
35238124,1085
32226066,753
3927103,879
11301227,1
13717576,1784
7627730,694
11607772,469
8998300,2066
35510290,1575
13405245,45
8817815,777
958400,827
31585957,87
30233490,1060
118997,461
213043,0
9704963,117
22075494,1579
1616307,782
15259229,811
12487199,1152
34931395,678
40623236,1610
40826679,1121
10711,309
9991515,723
111760,726
6807409,155
5260878,745
27267379,186
775742,76
36565542,2951
3194173,68
11612379,1241
41139633,0
571716,4
174947,2
9866336,382
21667905,13
29464791,1760
12420993,295
90725,90
16423830,16
10112718,2
8490391,759
9372264,374
20375154,73
15665634,783
12621506,1355
23883319,461
11087641,956
28686295,469
118904,0
6054261,618
5123026,99
12988016,2193
18139020,805
968971,869
26925969,235
271299,481
73725,1309
29231135,652
27149011,754
21997741,409
15854570,0
1807791,0
9555857,1863
29220036,747
13647762,90
31176445,1162
35520919,52
34496287,146
28345209,519
40537,265
5460767,413
134517,160
11186706,287
27580397,2549
29187996,36
32745345,0
35929602,1553
32011882,0
1027572,282
20088536,791
10879820,1146
13758026,737
18407498,689
10976385,676
22157966,366
15835573,789
13160905,93
32648475,1161
10568152,0
5822746,24
90939,22
9720752,0
27983349,42
27596860,2352
14219836,438
12538743,954
17016081,249
34834443,297
43798507,674
43877233,520
31079815,1210
30289750,1188
30838358,1204
31015709,1209
2308970,65
15453272,926
4343473,229
7851375,738
8637815,195
31321474,647
18570016,643
22285700,605
22944734,217
29181387,345
28348499,1135
27812333,1123
29246678,1159
31310688,1216
28727454,1143
30980609,1207
28996472,1150
5391958,563
13965944,494
19564834,205
20615602,85
30586112,1235
27386948,1109
27603692,1118
7252143,756
22885043,1035
24119269,103
1924036,359
17442664,660
30809479,1203
28909656,1148
31339784,1217
26482838,1464
30509650,1182
18115145,704
22064592,280
4257766,118
2799364,78
19923516,959
17699569,162
10866638,792
31279731,1215
29547158,1167
25655734,1070
16466236,1265
30542662,1197
28072667,1127
9997601,103
5363817,270
27973314,41
2270920,243
19860606,1016
6885817,1
9611865,386
1749573,221
27058262,415
5189935,916
231681,1
31546409,14
16993533,1319
21123205,267
24833827,0
12252587,499
32850062,1071
32473066,1244
32963640,1254
35584807,1306
34137049,1280
2291355,899
31018150,0
27129962,1340
22087350,1151
9823457,747
22063110,564
27652985,1116
14485385,0
13817081,650
18325807,0
11105398,1213
14635246,1108
29087818,1932
33125151,1257
33535738,864
33240057,1260
36061298,1314
33419130,1264
37297332,1332
30346329,139
21929129,7
9119575,1121
17110725,0
19186516,0
21827765,28
31133385,1507
7922494,903
18312721,491
7332364,16
13683170,203
33658507,890
6359140,465
9729385,980
32125189,163
34931720,1295
35082947,479
38992585,1356
34835390,1294
32643379,281
38822513,1905
11516961,1538
3798281,1397
287825,399
16217266,1300
6411120,194
15218972,1413
31453490,374
34450593,371
35134205,1298
34639656,1291
15627282,40
32730038,248
33881549,862
43459834,1418
43676743,1421
1365791,119
1372801,364
37213376,118
35090548,0
707197,76
43391078,1417
37555028,1338
38650948,356
39709683,475
38946373,1355
44077892,1673
13710539,346
981626,725
15950946,1625
11027979,815
29152890,117
13425833,0
17365843,0
3242732,310
10550383,420
8251763,514
11723991,1462
31694,0
3342104,95
9046868,81
17014999,39
2712215,5
3867226,391
16957972,495
4374964,541
6467042,565
16844280,731
3236008,27
6599778,1222
2793635,102
8841567,0
5715859,479
29923931,2070
17193669,348
27682420,1782
1681606,347
24739023,2208
6019303,582
30495706,664
10387364,0
16174801,0
404148,0
9800860,236
876650,20
3134088,663
25811811,820
22515062,2318
1662477,1296
3536993,295
3513117,1407
22539353,224
20238594,1150
9800848,225
31673103,493
33388322,142
753310,384
2002767,35
8469140,590
14341962,1005
3525501,1133
74698,617
4320661,727
10299527,1296
33197329,794
21344844,910
13860414,924
5845059,615
2783720,452
19153135,363
33840344,376
36321494,722
4661151,0
29152,111
35327217,2173
20159194,1708
10094566,910
41631325,194
10214202,2235
16747421,643
28046951,2221
13919931,1050
3723343,706
35949639,792
34160408,60
28040721,306
3127873,98
32752709,1577
8640283,1079
11167137,888
4342225,289
30858254,1144
765788,332
30879637,684
111260,0
7819197,1597
26436249,0
27115082,0
1366592,50
29967584,504
471759,1585
18301643,1414
28584762,252
9548540,1528
4376,641
4533400,289
1946428,28
27809283,923
4524125,299
3799158,178
4629942,1341
22224992,313
23357095,0
4020217,586
9084841,89
5203934,282
10491058,1545
15152313,398
15915074,29
30505909,0
5939696,383
28317997,254
22356324,273
3073106,19
22688209,896
24148532,548
5417495,859
12247500,2078
17979591,169
10892615,1380
5953774,0
15252364,328
4905532,779
535188,0
4389295,1542
11664039,1381
149441,1111
520533,1100
34414209,731
37082214,60
32403920,327
18947343,83
4165243,565
12283366,669
28960503,2057
16314201,0
36950726,164
7214004,284
15265676,559
2771779,272
5365755,977
6230885,11
36743451,597
9010271,1434
141130,278
33913309,902
36665933,40
31993476,1748
12099592,845
33665385,2117
10882265,815
12152795,396
38651630,1697
18304468,43
4202734,1487
4557344,1075
34502,95
41605,168
3542885,265
132407,180
16024522,0
24129812,1184
4616221,521
1566485,1164
18630444,0
2959477,1256
17915939,398
2981202,393
15752803,1953
35035968,1763
35835946,1855
10847632,911
55199,188
38599558,17
3049181,29
8685498,1519
156635,621
13428962,642
811944,7
14149618,1044
19197374,24
24201289,1820
31100850,52
3450485,39
5876769,1029
19089892,0
12347274,126
767987,41
27497145,62
10219872,12
25652871,216
29111852,314
31592499,383
17164653,1218
17416257,337
10382,504
7213694,813
19911258,2060
25068144,2
18392341,0
38807,743
1349508,916
21415588,140
30740057,340
14214486,420
20170540,173
22080381,1604
27656304,0
8472572,571
14020989,1125
27442027,134
9733374,577
22065149,1734
8569863,87
27590927,0
25832540,1739
12108047,892
6776744,5
221443,536
16005683,249
7212645,0
35375880,371
2824920,460
12639222,889
10360121,840
8364895,767
662158,320
32075381,531
35975467,530
6927478,945
32778004,83
34615673,0
9384591,544
12094914,117
39561529,1159
43102461,2256
115758,322
21032970,454
4746020,1554
24135534,0
703609,420
11712096,224
14795089,1420
6100541,380
12208707,540
9309254,55
32552369,599
12575928,254
32141429,452
17485380,285
13851375,133
11313639,2
37732977,1445
15034926,808
20257976,0
6570464,817
12859125,263
13790734,297
13648916,1523
24497543,1266
27645164,685
15318980,241
17084259,1820
10460627,77
26214724,669
9012693,0
7765763,439
15856791,722
14715385,1599
24010353,404
6926370,77
1879783,8
5409821,276
26047618,381
16438374,1320
22069185,766
13395608,37
2341146,315
22017552,938
19787040,372
19442891,1705
28401946,920
5683713,9
6934986,482
5394681,611
29235648,0
29356363,43
30046473,822
7957086,338
6493611,222
30226108,305
22239810,0
29813847,1755
7617173,889
11964059,792
12464675,0
29922471,1312
15134747,718
6450452,307
20349983,500
5187574,80
31977462,686
145576,267
28332083,1
2909266,316
2961702,1074
33187249,1994
3022906,669
21929932,1404
10806719,1207
26098103,281
37279113,514
33101592,428
11523712,88
31846035,1
39859178,1066
37297429,0
32705614,412
8811253,62
39680668,1401
14258634,1255
15617205,1387
302695,3
30230352,1576
15520412,1475
32635889,0
36617310,145
619618,110
39981018,17
10191488,63
35583,0
9704981,82
15147248,1610
29105124,455
9975336,1
27826080,0
18073213,545
659184,504
16897049,1072
3646351,121
14282769,1614
10808982,1917
31485098,1118
7757037,387
10127755,1151
10563452,16
16448397,231
911433,1239
796091,16
4459840,358
189100,526
9809439,717
581,527
29802144,289
19622527,485
16326132,1595
3998071,21
551782,0
17868181,11
6128014,853
12656708,371
2443495,767
31557688,0
30811785,246
1443854,590
6512250,1311
17250956,141
12535408,397
15826178,259
9508053,153
8402118,118
19439676,721
2867743,747
17813442,537
27548836,554
12141511,638
18787462,0
28735809,988
29127616,576
5331446,1147
10366466,211
13821653,1326
286499,0
7813071,250
26051927,161
29897711,1060
8251731,162
5241829,239
23622280,1026
10283996,1307
62288,1015
12550341,511
16346715,335
16454060,1193
26542450,241
26875797,629
334019,876
27990835,228
26758885,80
12344718,301
27035265,1891
4266995,5
8191633,231
34688793,236
13971066,972
34066920,1213
31924906,1805
7340950,215
11729206,74
13477659,1354
30271372,1904
5035251,998
36227811,729
2973547,141
29964252,13
34596855,93
41527075,2319
9496256,700
37969253,203
23414295,1490
1845503,1047
6541864,94
21569326,293
28602386,0
24149686,1352
17421686,1093
13709827,577
10957694,890
124910,0
8664330,873
24909811,2
4977380,80
12555751,1838
26491699,1441
9848347,89
9989261,64
2436457,1250
18541445,19
3284396,461
10128115,257
19621463,0
29294844,397
20188183,774
331376,188
19382215,951
11266707,177
11396730,183
5431195,0
22044707,650
11696068,869
18487735,1182
28929992,1969
30879853,61
9208287,445
25477448,2482
1062091,0
19330274,1292
5814056,1542
13375721,2406
25420431,848
17384738,1121
3025924,896
10408255,291
21405204,1314
7054609,183
32778300,1111
33719216,39
154690,0
31292325,315
8193594,1166
7546990,1578
2483048,611
26731219,715
22550916,551
22046597,102
10326811,580
30399535,1162
31338382,425
32119896,154
6157031,1783
15975733,91
11984652,607
7149,1504
20937,43
3967476,43
3301609,542
34327896,0
36700682,217
31993574,116
42105623,125
10404966,857
8103148,172
44136016,544
21564822,1602
141515,0
10119322,1014
4627670,1074
82748,22
2338457,0
32537935,32
34674680,2386
36280816,106
169564,344
39177972,1207
40398555,1821
6882641,1333
16011538,133
26548736,2
8494831,587
102968,1372
3966535,1
1893647,1485
3451243,0
1524865,285
13433038,144
7080051,743
30935656,94
25787444,301
10586817,316
6317263,179
12952141,410
12117972,380
7703857,342
7257265,1172
8998781,105
3465623,646
12520010,3
11652642,390
25903907,291
8470179,1535
8781863,1161
2373478,944
31191931,294
63408,1243
7210326,493
7282251,102
28148053,37
31485575,0
9453699,751
22145776,778
5159778,20
23743697,835
31024606,4
4653294,433
31436274,633
416831,422
1013335,223
13999132,798
14571785,275
32415975,0
17746038,0
7752442,6
13639468,0
12916284,1140
17351960,177
1973207,759
15112199,540
2971310,948
16080782,1113
10888429,1151
32297372,231
32021867,313
32891574,1430
14558496,622
10576511,1626
36267142,333
259754,68
32728700,878
405198,635
28483240,1170
17935607,738
20836816,837
6448159,96
12277978,957
36414319,459
35382272,558
30934399,0
31010153,4
1557065,832
11389565,997
37597251,11
38936645,448
839727,1119
38940144,0
40467649,1861
40914789,840
7472546,87
8852438,0
7537926,664
22353569,304
14051364,1
21349384,22
11798260,37
3506504,432
29946344,0
13393410,597
13432779,47
7023274,844
7954444,724
12437960,287
11801673,78
28690649,177
11614108,0
8397105,133
22052359,892
17306310,399
